"","LineNumber1","X","SatelliteNumber1","Classification","X.1","ID1","ID2","ID3","X.2","EpochYear","EpochDay","X.3","FirstTimeDerivative","X.4","SecondTimeDerivative","X.5","BSTAR","X.6","Ephemeris","X.7","ElementSetNumber","Checksum1","LineNumber2","X.8","SatelliteNumber2","X.9","Inclination","X.10","RightAscension","X.11","Eccentricity","X.12","Perigee","X.13","MeanAnomaly","X.14","MeanMotion","Revolution","Checksum2","satname","altitude","mark"
"9744",1,NA,31727,"U",NA,99,25,"CEA",NA,19,93.13538149,NA,8.38e-06,NA,"+00000-0",NA,"+44418-3",NA,0,NA,999,4,2,NA,31727,NA,98.93,NA,157.9359,NA,50032,NA,169.6758,NA,220.2784,NA,14.15773658,36927,1,"FENGYUN 1C DEB",846.671302158662,NA
"9745",1,NA,31729,"U",NA,99,25,"CEC",NA,19,88.08415349,NA,4.65e-06,NA,"+00000-0",NA,"+31239-3",NA,0,NA,999,3,2,NA,31729,NA,99.2447,NA,186.46,NA,84583,NA,253.6116,NA,105.5739,NA,14.04267475,60279,0,"FENGYUN 1C DEB",886.044070035767,NA
"9746",1,NA,31731,"U",NA,99,25,"CEE",NA,19,92.10398467,NA,5.76e-06,NA,"+00000-0",NA,"+29651-3",NA,0,NA,999,3,2,NA,31731,NA,99.3076,NA,322.8923,NA,14275,NA,242.6579,NA,117.3142,NA,14.19448765,61055,9,"FENGYUN 1C DEB",834.207696803392,NA
"9747",1,NA,31732,"U",NA,99,25,"CEF",NA,19,94.46246659,NA,1.4e-07,NA," 00000-0",NA," 32601-4",NA,0,NA,999,7,2,NA,31732,NA,98.8465,NA,170.8359,NA,40821,NA,335.6596,NA,24.2646,NA,14.0953517,61044,7,"FENGYUN 1C DEB",867.952174209002,NA
"9748",1,NA,31733,"U",NA,99,25,"CEG",NA,19,94.60078112,NA,9.45e-06,NA," 00000-0",NA," 12238-3",NA,0,NA,999,7,2,NA,31733,NA,99.0984,NA,241.5328,NA,118864,NA,27.5997,NA,333.1453,NA,14.7907034,63176,0,"FENGYUN 1C DEB",639.254200990216,NA
"9749",1,NA,31734,"U",NA,99,25,"CEH",NA,19,79.8735495,NA,1.11e-06,NA,"+00000-0",NA,"+62453-4",NA,0,NA,999,7,2,NA,31734,NA,98.5783,NA,114.2808,NA,110485,NA,4.0877,NA,356.118,NA,14.24418856,61470,4,"FENGYUN 1C DEB",817.4376317369,NA
"9750",1,NA,31735,"U",NA,99,25,"CEJ",NA,19,93.02530736,NA,6.09e-06,NA,"+00000-0",NA,"+24016-3",NA,0,NA,999,3,2,NA,31735,NA,98.6236,NA,178.6708,NA,68975,NA,325.3891,NA,34.2812,NA,14.31366038,61602,8,"FENGYUN 1C DEB",794.15923070417,NA
"9751",1,NA,31736,"U",NA,99,25,"CEK",NA,19,94.31374857,NA,2.7e-07,NA," 00000-0",NA," 38123-4",NA,0,NA,999,6,2,NA,31736,NA,98.8269,NA,124.3516,NA,12159,NA,7.6276,NA,352.5079,NA,14.12788736,61196,3,"FENGYUN 1C DEB",856.833994826782,NA
"9752",1,NA,31737,"U",NA,99,25,"CEL",NA,19,94.01791961,NA,2.26e-06,NA," 00000-0",NA," 52371-4",NA,0,NA,999,5,2,NA,31737,NA,98.2152,NA,166.043,NA,186509,NA,85.6082,NA,34.6906,NA,14.5414831,62605,6,"FENGYUN 1C DEB",719.12431325941,NA
"9753",1,NA,31738,"U",NA,99,25,"CEM",NA,19,83.31976794,NA,3.89e-06,NA,"+00000-0",NA,"+29970-3",NA,0,NA,999,4,2,NA,31738,NA,99.5636,NA,122.1495,NA,335601,NA,77.7829,NA,286.0689,NA,13.75139557,59362,4,"FENGYUN 1C DEB",988.163780749442,NA
"9754",1,NA,31739,"U",NA,99,25,"CEN",NA,19,93.23548341,NA,-2e-08,NA,"+00000-0",NA,"+20005-4",NA,0,NA,999,4,2,NA,31739,NA,99.0386,NA,104.7366,NA,128647,NA,224.3303,NA,134.7514,NA,14.18080563,60818,6,"FENGYUN 1C DEB",838.84146974906,NA
"9755",1,NA,31740,"U",NA,99,25,"CEP",NA,19,94.49272733,NA,4.35e-06,NA," 00000-0",NA," 20268-3",NA,0,NA,999,3,2,NA,31740,NA,99.8428,NA,282.8411,NA,31687,NA,146.1736,NA,243.7303,NA,14.26329523,61468,0,"FENGYUN 1C DEB",811.016591529641,NA
"9756",1,NA,31741,"U",NA,99,25,"CEQ",NA,19,94.22794937,NA,3.51e-06,NA," 00000-0",NA," 15465-3",NA,0,NA,999,0,2,NA,31741,NA,99.1706,NA,256.1179,NA,203727,NA,219.5497,NA,139.0662,NA,14.19683248,61328,2,"FENGYUN 1C DEB",833.414306103957,NA
"9757",1,NA,31742,"U",NA,99,25,"CER",NA,19,94.55308571,NA,2.9e-06,NA," 00000-0",NA," 12413-3",NA,0,NA,999,4,2,NA,31742,NA,98.7938,NA,212.1404,NA,86162,NA,283.105,NA,76.0526,NA,14.30496785,61850,2,"FENGYUN 1C DEB",797.061581649277,NA
"9758",1,NA,31743,"U",NA,99,25,"CES",NA,19,93.26626367,NA,3.87e-06,NA,"+00000-0",NA,"+21822-3",NA,0,NA,999,9,2,NA,31743,NA,99.2233,NA,251.684,NA,40741,NA,332.5995,NA,148.9143,NA,14.16069326,60932,4,"FENGYUN 1C DEB",845.66659206957,NA
"9759",1,NA,31744,"U",NA,99,25,"CET",NA,19,84.32041657,NA,2.29e-06,NA,"+00000-0",NA,"+12025-3",NA,0,NA,999,0,2,NA,31744,NA,99.4111,NA,120.0938,NA,407316,NA,248.8922,NA,106.8244,NA,13.89066497,60452,0,"FENGYUN 1C DEB",938.892002853597,NA
"9760",1,NA,31746,"U",NA,99,25,"CEV",NA,19,92.13816159,NA,7.02e-06,NA,"+00000-0",NA,"+27380-3",NA,0,NA,999,3,2,NA,31746,NA,98.6685,NA,162.1269,NA,42934,NA,327.0307,NA,32.82,NA,14.32303041,61813,1,"FENGYUN 1C DEB",791.033957288714,NA
"9761",1,NA,31750,"U",NA,99,25,"CEZ",NA,19,94.20189099,NA,9.09e-06,NA," 00000-0",NA," 24242-3",NA,0,NA,999,7,2,NA,31750,NA,98.7822,NA,246.0226,NA,105803,NA,32.5277,NA,328.2376,NA,14.47805797,62361,0,"FENGYUN 1C DEB",739.81605527291,NA
"9762",1,NA,31751,"U",NA,99,25,"CFA",NA,19,93.09611193,NA,1.794e-05,NA," 00000-0",NA," 58304-3",NA,0,NA,999,8,2,NA,31751,NA,98.8625,NA,202.1744,NA,67010,NA,139.2837,NA,221.3386,NA,14.3883666,61943,7,"FENGYUN 1C DEB",769.336109938852,NA
"9763",1,NA,31752,"U",NA,99,25,"CFB",NA,19,93.56808084,NA,-2.2e-07,NA,"+00000-0",NA,"+95024-5",NA,0,NA,999,4,2,NA,31752,NA,98.9475,NA,232.5432,NA,404179,NA,81.3566,NA,283.3148,NA,13.79475776,59786,7,"FENGYUN 1C DEB",972.733915862984,NA
"9764",1,NA,31753,"U",NA,99,25,"CFC",NA,19,94.88677175,NA,4.8e-07,NA," 00000-0",NA," 42229-4",NA,0,NA,999,1,2,NA,31753,NA,98.9313,NA,126.1918,NA,164307,NA,323.9272,NA,159.2991,NA,14.15766226,61503,2,"FENGYUN 1C DEB",846.696561359982,NA
"9765",1,NA,31754,"U",NA,99,25,"CFD",NA,19,92.98307181,NA,3.35e-06,NA,"+00000-0",NA,"+14837-3",NA,0,NA,999,0,2,NA,31754,NA,99.1112,NA,285.4536,NA,61945,NA,139.089,NA,221.4963,NA,14.29002188,61975,3,"FENGYUN 1C DEB",802.058773289234,NA
"9766",1,NA,31755,"U",NA,99,25,"CFE",NA,19,94.04043691,NA,6.4e-07,NA," 00000-0",NA," 54966-4",NA,0,NA,999,0,2,NA,31755,NA,98.8541,NA,126.1177,NA,196863,NA,55.3131,NA,336.8457,NA,14.05136155,61875,8,"FENGYUN 1C DEB",883.052806522684,NA
"9767",1,NA,31756,"U",NA,99,25,"CFF",NA,19,94.59757391,NA,5.88e-06,NA," 00000-0",NA," 27869-3",NA,0,NA,999,2,2,NA,31756,NA,99.3464,NA,17.2352,NA,62217,NA,323.1373,NA,36.5534,NA,14.22802698,61579,5,"FENGYUN 1C DEB",822.880153834026,NA
"9768",1,NA,31757,"U",NA,99,25,"CFG",NA,19,93.91746777,NA,-1.65e-06,NA," 00000-0",NA,"-60995-4",NA,0,NA,999,5,2,NA,31757,NA,99.0404,NA,126.4493,NA,227048,NA,87.4257,NA,275.2877,NA,14.04259371,61505,7,"FENGYUN 1C DEB",886.07199034251,NA
"9769",1,NA,31758,"U",NA,99,25,"CFH",NA,19,90.80650399,NA,1.217e-05,NA,"+00000-0",NA,"+32637-3",NA,0,NA,999,3,2,NA,31758,NA,98.1206,NA,292.8272,NA,478233,NA,329.2825,NA,28.1127,NA,13.98736201,59984,8,"FENGYUN 1C DEB",905.163371975564,NA
"9770",1,NA,31759,"U",NA,99,25,"CFJ",NA,19,93.48654344,NA,2.28e-05,NA," 00000-0",NA," 58713-3",NA,0,NA,999,9,2,NA,31759,NA,98.5891,NA,100.4703,NA,6165,NA,125.7793,NA,27.6518,NA,14.51076739,62067,7,"FENGYUN 1C DEB",729.126147904792,NA
"9771",1,NA,31760,"U",NA,99,25,"CFK",NA,19,94.23232635,NA,2.28e-06,NA," 00000-0",NA," 11980-3",NA,0,NA,999,5,2,NA,31760,NA,99.2482,NA,14.7471,NA,58142,NA,337.6433,NA,22.2211,NA,14.23406563,61513,6,"FENGYUN 1C DEB",820.845392172076,NA
"9772",1,NA,31761,"U",NA,99,25,"CFL",NA,19,94.49782198,NA,5.51e-06,NA," 00000-0",NA," 17251-3",NA,0,NA,999,4,2,NA,31761,NA,98.6479,NA,90.9621,NA,577550,NA,96.9575,NA,269.7596,NA,13.76734597,59386,7,"FENGYUN 1C DEB",982.478623825416,NA
"9773",1,NA,31763,"U",NA,99,25,"CFN",NA,19,86.15367338,NA,4.24e-06,NA,"+00000-0",NA,"+30307-3",NA,0,NA,999,1,2,NA,31763,NA,98.5144,NA,166.95,NA,573651,NA,252.9483,NA,131.5589,NA,13.42908886,58167,8,"FENGYUN 1C DEB",1105.44747831742,NA
"9774",1,NA,31765,"U",NA,99,25,"CFQ",NA,19,94.41631782,NA,2.243e-05,NA," 00000-0",NA," 12750-2",NA,0,NA,999,0,2,NA,31765,NA,98.9864,NA,266.0914,NA,275916,NA,178.7641,NA,212.6932,NA,13.9341179,59689,0,"FENGYUN 1C DEB",923.687043529969,NA
"9775",1,NA,31766,"U",NA,99,25,"CFR",NA,19,93.88552123,NA,-9.5e-07,NA," 00000-0",NA,"-31169-4",NA,0,NA,999,4,2,NA,31766,NA,98.9273,NA,123.2081,NA,74005,NA,288.4789,NA,70.8346,NA,14.04078459,61281,0,"FENGYUN 1C DEB",886.695347348106,NA
"9776",1,NA,31767,"U",NA,99,25,"CFS",NA,19,92.30494392,NA,3.29e-06,NA,"+00000-0",NA,"+23654-3",NA,0,NA,999,1,2,NA,31767,NA,99.115,NA,121.0995,NA,41965,NA,41.9196,NA,15.9629,NA,14.03640085,60635,6,"FENGYUN 1C DEB",888.206380168739,NA
"9777",1,NA,31768,"U",NA,99,25,"CFT",NA,19,94.62646057,NA,7.69e-06,NA," 00000-0",NA," 27155-3",NA,0,NA,999,4,2,NA,31768,NA,99.0715,NA,328.6402,NA,55684,NA,63.4915,NA,352.2631,NA,14.36894328,61671,0,"FENGYUN 1C DEB",775.769327449708,NA
"9778",1,NA,31769,"U",NA,99,25,"CFU",NA,19,91.02314853,NA,1.322e-05,NA,"+00000-0",NA,"+76622-3",NA,0,NA,999,1,2,NA,31769,NA,98.5049,NA,184.2996,NA,102302,NA,298.6056,NA,60.4853,NA,14.07864159,61039,6,"FENGYUN 1C DEB",873.679041633417,NA
"9779",1,NA,31770,"U",NA,99,25,"CFV",NA,19,84.82509554,NA,3.758e-05,NA,"+00000-0",NA,"+73600-3",NA,0,NA,999,5,2,NA,31770,NA,97.7082,NA,311.6901,NA,137080,NA,284.8072,NA,137.0832,NA,14.57514558,61997,5,"FENGYUN 1C DEB",708.203295569938,NA
"9780",1,NA,31771,"U",NA,99,25,"CFW",NA,19,88.90104235,NA,1.694e-05,NA,"+00000-0",NA,"+58118-3",NA,0,NA,999,0,2,NA,31771,NA,102.8086,NA,337.065,NA,23827,NA,209.4831,NA,150.4997,NA,14.38365923,61766,4,"FENGYUN 1C DEB",770.89391338482,NA
"9781",1,NA,31772,"U",NA,99,25,"CFX",NA,19,93.13399028,NA,-1.9e-07,NA,"+00000-0",NA,"+12215-4",NA,0,NA,999,8,2,NA,31772,NA,98.4352,NA,155.613,NA,155151,NA,196.0728,NA,163.5486,NA,14.01171245,36562,6,"FENGYUN 1C DEB",896.730943824804,NA
"9782",1,NA,31773,"U",NA,99,25,"CFY",NA,19,93.31913381,NA,6.08e-06,NA," 00000-0",NA," 21474-3",NA,0,NA,999,2,2,NA,31773,NA,99.0104,NA,283.0881,NA,71204,NA,269.8464,NA,89.4561,NA,14.37153989,61889,4,"FENGYUN 1C DEB",774.908462540959,NA
"9783",1,NA,31776,"U",NA,99,25,"CGB",NA,19,92.21720233,NA,4.26e-06,NA,"+00000-0",NA,"+27555-3",NA,0,NA,999,9,2,NA,31776,NA,99.1447,NA,76.6649,NA,63928,NA,347.0443,NA,69.1773,NA,14.07360174,60789,7,"FENGYUN 1C DEB",875.408516787697,NA
"9784",1,NA,31779,"U",NA,99,25,"CGE",NA,19,93.32658039,NA,1.04e-06,NA," 00000-0",NA," 42154-4",NA,0,NA,999,5,2,NA,31779,NA,99.3503,NA,134.7704,NA,232643,NA,97.2326,NA,265.5365,NA,14.35175801,61973,6,"FENGYUN 1C DEB",781.473374864765,NA
"9785",1,NA,31780,"U",NA,99,25,"CGF",NA,19,93.75946476,NA,1.34e-06,NA," 00000-0",NA," 36048-4",NA,0,NA,999,7,2,NA,31780,NA,99.3127,NA,278.0065,NA,176758,NA,259.126,NA,99.0001,NA,14.5842146,62933,6,"FENGYUN 1C DEB",705.26824587461,NA
"9786",1,NA,31781,"U",NA,99,25,"CGG",NA,19,94.43142669,NA,7.4e-06,NA," 00000-0",NA," 52070-3",NA,0,NA,999,1,2,NA,31781,NA,99.4563,NA,177.3129,NA,271594,NA,15.2597,NA,345.655,NA,13.85050879,60111,8,"FENGYUN 1C DEB",953.014019882792,NA
"9787",1,NA,31782,"U",NA,99,25,"CGH",NA,19,93.08742105,NA,1.22e-06,NA,"+00000-0",NA,"+61895-4",NA,0,NA,999,3,2,NA,31782,NA,98.6881,NA,194.7607,NA,86281,NA,327.4813,NA,156.1285,NA,14.3017493,61692,4,"FENGYUN 1C DEB",798.136969882147,NA
"9788",1,NA,31783,"U",NA,99,25,"CGJ",NA,19,93.00571939,NA,1.74e-06,NA," 00000-0",NA," 12673-3",NA,0,NA,999,7,2,NA,31783,NA,98.8711,NA,158.1572,NA,110330,NA,96.2358,NA,24.5938,NA,14.05132679,60693,1,"FENGYUN 1C DEB",883.064769842371,NA
"9789",1,NA,31784,"U",NA,99,25,"CGK",NA,19,93.08947671,NA,2.14e-05,NA,"+00000-0",NA,"+74544-3",NA,0,NA,999,6,2,NA,31784,NA,99.0218,NA,204.252,NA,26318,NA,352.861,NA,7.2196,NA,14.36313432,61365,0,"FENGYUN 1C DEB",777.696135269154,NA
"9790",1,NA,31786,"U",NA,99,25,"CGM",NA,19,93.2400706,NA,1.186e-05,NA," 00000-0",NA," 81208-3",NA,0,NA,999,9,2,NA,31786,NA,97.689,NA,101.7957,NA,115101,NA,176.1427,NA,184.0654,NA,13.97990929,60159,0,"FENGYUN 1C DEB",907.749101262498,NA
"9791",1,NA,31787,"U",NA,99,25,"CGN",NA,19,94.0273044,NA,1.336e-05,NA," 00000-0",NA," 33813-3",NA,0,NA,999,8,2,NA,31787,NA,98.578,NA,178.2017,NA,111504,NA,40.5904,NA,320.3536,NA,14.48991397,63189,9,"FENGYUN 1C DEB",735.936697702478,NA
"9792",1,NA,31788,"U",NA,99,25,"CGP",NA,19,93.58715487,NA,1.95e-06,NA,"+00000-0",NA,"+26512-3",NA,0,NA,999,3,2,NA,31788,NA,102.5477,NA,1.6268,NA,510544,NA,335.8066,NA,139.8299,NA,13.30939934,57975,6,"FENGYUN 1C DEB",1150.20364432031,NA
"9793",1,NA,31789,"U",NA,7,28,"A  ",NA,19,94.80830126,NA,3.83e-06,NA," 00000-0",NA," 29444-4",NA,0,NA,999,7,2,NA,31789,NA,64.5044,NA,339.7979,NA,45715,NA,296.4933,NA,63.1505,NA,15.1686353,64847,5,"GENESIS 2",522.323264241327,NA
"9794",1,NA,31791,"U",NA,7,28,"C  ",NA,19,94.77022965,NA,-9.8e-07,NA," 00000-0",NA," 46645-5",NA,0,NA,999,7,2,NA,31791,NA,64.5224,NA,232.9065,NA,862837,NA,280.1429,NA,184.3975,NA,13.25143641,56938,1,"SL-24 DEB",1172.11995027516,NA
"9795",1,NA,31792,"U",NA,7,29,"A  ",NA,19,94.837192,NA,-3.18e-06,NA," 00000-0",NA,"-14605-3",NA,0,NA,999,6,2,NA,31792,NA,70.9513,NA,115.4134,NA,9369,NA,357.9559,NA,2.1522,NA,14.12519726,60679,6,"COSMOS 2428",857.751644742826,NA
"9796",1,NA,31793,"U",NA,7,29,"B  ",NA,19,94.18054899,NA,2.78e-06,NA," 00000-0",NA," 17025-3",NA,0,NA,999,3,2,NA,31793,NA,70.9742,NA,91.2042,NA,2479,NA,261.2848,NA,180.2915,NA,14.14413967,60747,5,"SL-16 R/B",851.296176845946,NA
"9797",1,NA,31794,"U",NA,7,29,"C  ",NA,19,94.88549868,NA,2e-08,NA," 00000-0",NA," 41282-4",NA,0,NA,999,4,2,NA,31794,NA,71.0443,NA,24.5596,NA,204352,NA,84.8556,NA,332.9982,NA,13.71054368,58884,5,"SL-16 DEB",1002.77475743499,NA
"9798",1,NA,31795,"U",NA,7,29,"D  ",NA,19,94.83069148,NA,-6.9e-07,NA," 00000-0",NA,"-26796-4",NA,0,NA,999,6,2,NA,31795,NA,70.9485,NA,28.2849,NA,224276,NA,180.8648,NA,247.6837,NA,13.67891208,58744,1,"SL-16 DEB",1014.13796579503,NA
"9799",1,NA,31796,"U",NA,7,29,"E  ",NA,19,93.93974031,NA,1e-08,NA,"+00000-0",NA,"+42135-4",NA,0,NA,999,2,2,NA,31796,NA,71.0425,NA,66.7636,NA,214457,NA,136.2572,NA,290.4783,NA,13.68202334,58746,5,"SL-16 DEB",1013.01834799743,NA
"9800",1,NA,31799,"U",NA,7,29,"F  ",NA,19,93.91046698,NA,-9.9e-07,NA,"+00000-0",NA,"-56458-4",NA,0,NA,999,4,2,NA,31799,NA,70.9411,NA,56.4068,NA,229838,NA,229.1421,NA,194.7888,NA,13.65773199,58606,6,"SL-16 DEB",1021.77112609496,NA
"9801",1,NA,31800,"U",NA,7,31,"A  ",NA,19,94.80828628,NA,-3.68e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,5,2,NA,31800,NA,0.0022,NA,187.7204,NA,3482,NA,192.8984,NA,218.7033,NA,1.00272842,4309,1,"CHINASAT 6B",35792.5758340917,NA
"9802",1,NA,31802,"U",NA,99,25,"CGQ",NA,19,94.33934893,NA,5.33e-06,NA," 00000-0",NA," 58270-4",NA,0,NA,999,1,2,NA,31802,NA,98.2941,NA,132.6902,NA,177688,NA,264.8208,NA,93.2705,NA,14.82093301,63364,8,"FENGYUN 1C DEB",629.718617975576,NA
"9803",1,NA,31804,"U",NA,99,25,"CGS",NA,19,94.1776727,NA,5.3e-06,NA," 00000-0",NA," 35175-3",NA,0,NA,999,3,2,NA,31804,NA,98.3219,NA,77.4318,NA,156069,NA,227.8524,NA,130.9295,NA,13.99472468,60394,1,"FENGYUN 1C DEB",902.61113940235,NA
"9804",1,NA,31805,"U",NA,99,25,"CGT",NA,19,91.80587547,NA,4.8e-06,NA,"+00000-0",NA,"+17368-3",NA,0,NA,999,6,2,NA,31805,NA,98.3785,NA,297.8476,NA,556165,NA,40.746,NA,323.3937,NA,13.75062529,59154,5,"FENGYUN 1C DEB",988.438607706272,NA
"9805",1,NA,31807,"U",NA,99,25,"CGV",NA,19,94.60487849,NA,2.26e-06,NA," 00000-0",NA," 80960-4",NA,0,NA,999,0,2,NA,31807,NA,99.0579,NA,29.8453,NA,125304,NA,191.1562,NA,168.6841,NA,14.39930133,62260,7,"FENGYUN 1C DEB",765.720770974075,NA
"9806",1,NA,31808,"U",NA,99,25,"CGW",NA,19,92.38304047,NA,1.247e-05,NA,"+00000-0",NA,"+74975-3",NA,0,NA,999,4,2,NA,31808,NA,99.2304,NA,152.2387,NA,90519,NA,211.6784,NA,147.8917,NA,14.06779083,60403,5,"FENGYUN 1C DEB",877.403870564294,NA
"9807",1,NA,31809,"U",NA,99,25,"CGX",NA,19,93.27226867,NA,2.259e-05,NA,"+00000-0",NA,"+48880-3",NA,0,NA,999,7,2,NA,31809,NA,98.8445,NA,271.6681,NA,28512,NA,118.8856,NA,241.5208,NA,14.59092967,30417,6,"FENGYUN 1C DEB",703.096975402291,NA
"9808",1,NA,31810,"U",NA,99,25,"CGY",NA,19,94.33806063,NA,2.59e-06,NA," 00000-0",NA," 80205-4",NA,0,NA,999,5,2,NA,31810,NA,98.5165,NA,137.8364,NA,246318,NA,260.1526,NA,97.1771,NA,14.34035048,61975,9,"FENGYUN 1C DEB",785.265994438251,NA
"9809",1,NA,31812,"U",NA,99,25,"CHA",NA,19,78.02735693,NA,-3.1e-07,NA,"+00000-0",NA,"+82607-5",NA,0,NA,999,3,2,NA,31812,NA,98.9859,NA,153.9852,NA,68931,NA,212.4963,NA,147.1949,NA,14.00390403,60219,9,"FENGYUN 1C DEB",899.432296391798,NA
"9810",1,NA,31813,"U",NA,99,25,"CHB",NA,19,92.3471931,NA,1.84e-06,NA,"+00000-0",NA,"+66141-4",NA,0,NA,999,5,2,NA,31813,NA,99.4447,NA,230.2914,NA,153777,NA,294.464,NA,64.0573,NA,14.41177885,62861,9,"FENGYUN 1C DEB",761.600926526759,NA
"9811",1,NA,31814,"U",NA,99,25,"CHC",NA,19,80.8741175,NA,1.31e-06,NA,"+00000-0",NA,"+18535-3",NA,0,NA,999,3,2,NA,31814,NA,99.8254,NA,97.301,NA,233931,NA,358.9287,NA,1.1326,NA,13.64143103,58873,9,"FENGYUN 1C DEB",1027.65932938142,NA
"9812",1,NA,31815,"U",NA,99,25,"CHD",NA,19,92.31398784,NA,-7.8e-07,NA,"+00000-0",NA,"-20127-4",NA,0,NA,999,0,2,NA,31815,NA,98.7692,NA,119.5164,NA,60191,NA,109.6419,NA,251.1261,NA,14.0978697,61063,0,"FENGYUN 1C DEB",867.090189402837,NA
"9813",1,NA,31816,"U",NA,99,25,"CHE",NA,19,94.48649013,NA,2.44e-06,NA," 00000-0",NA," 22573-3",NA,0,NA,999,4,2,NA,31816,NA,98.8123,NA,284.8643,NA,130365,NA,334.8057,NA,53.1785,NA,13.87585129,59899,3,"FENGYUN 1C DEB",944.093708575326,NA
"9814",1,NA,31817,"U",NA,99,25,"CHF",NA,19,89.38308964,NA,4.07e-06,NA,"+00000-0",NA,"+13520-3",NA,0,NA,999,8,2,NA,31817,NA,98.9587,NA,291.8927,NA,90172,NA,213.4377,NA,146.1097,NA,14.41290419,62161,1,"FENGYUN 1C DEB",761.229652494568,NA
"9815",1,NA,31819,"U",NA,99,25,"CHH",NA,19,91.89031989,NA,1.13e-06,NA,"+00000-0",NA,"+63246-4",NA,0,NA,999,4,2,NA,31819,NA,98.5519,NA,126.6935,NA,91477,NA,302.3618,NA,56.8732,NA,14.25865052,61794,0,"FENGYUN 1C DEB",812.576186220768,NA
"9816",1,NA,31820,"U",NA,99,25,"CHJ",NA,19,93.5630347,NA,5.89e-06,NA,"+00000-0",NA,"+10220-3",NA,0,NA,999,9,2,NA,31820,NA,98.9238,NA,24.7655,NA,260255,NA,308.41,NA,49.3981,NA,14.53192241,62524,5,"FENGYUN 1C DEB",722.233745858242,NA
"9817",1,NA,31821,"U",NA,99,25,"CHK",NA,19,93.1355464,NA,-9.97e-06,NA,"+00000-0",NA,"-46840-3",NA,0,NA,999,2,2,NA,31821,NA,98.19,NA,210.5556,NA,412169,NA,77.0477,NA,287.6366,NA,13.81844489,59526,8,"FENGYUN 1C DEB",964.339256098416,NA
"9818",1,NA,31823,"U",NA,99,25,"CHM",NA,19,92.7692115,NA,5.39e-06,NA,"+00000-0",NA,"+19429-3",NA,0,NA,999,9,2,NA,31823,NA,99.5195,NA,212.358,NA,58663,NA,165.6821,NA,194.6041,NA,14.37320663,61407,3,"FENGYUN 1C DEB",774.356017890284,NA
"9819",1,NA,31825,"U",NA,99,25,"CHP",NA,19,94.29781694,NA,1.78e-06,NA," 00000-0",NA," 96374-4",NA,0,NA,999,2,2,NA,31825,NA,98.7323,NA,129.8891,NA,178428,NA,171.7873,NA,188.629,NA,14.15923454,61054,3,"FENGYUN 1C DEB",846.162236336925,NA
"9820",1,NA,31826,"U",NA,99,25,"CHQ",NA,19,93.2992023,NA,1.33e-06,NA,"+00000-0",NA,"+83822-4",NA,0,NA,999,8,2,NA,31826,NA,98.7038,NA,128.3119,NA,131212,NA,10.815,NA,50.3075,NA,14.14825118,61202,3,"FENGYUN 1C DEB",849.896899956404,NA
"9821",1,NA,31827,"U",NA,99,25,"CHR",NA,19,78.13127311,NA,2.87e-06,NA,"+00000-0",NA,"+24181-3",NA,0,NA,999,6,2,NA,31827,NA,97.6658,NA,45.0897,NA,132997,NA,312.4507,NA,46.5471,NA,13.90143483,59775,6,"FENGYUN 1C DEB",935.116052948645,NA
"9822",1,NA,31828,"U",NA,99,25,"CHS",NA,19,94.85836891,NA,1.78e-05,NA," 00000-0",NA," 53204-3",NA,0,NA,999,1,2,NA,31828,NA,99.2942,NA,326.891,NA,183207,NA,326.2724,NA,32.6909,NA,14.3515919,61974,9,"FENGYUN 1C DEB",781.528564796244,NA
"9823",1,NA,31829,"U",NA,99,25,"CHT",NA,19,94.49017539,NA,8.9e-07,NA," 00000-0",NA," 10196-3",NA,0,NA,999,6,2,NA,31829,NA,99.0321,NA,348.153,NA,172708,NA,317.0925,NA,166.1823,NA,13.86300282,60262,1,"FENGYUN 1C DEB",948.612847322428,NA
"9824",1,NA,31830,"U",NA,99,25,"CHU",NA,19,94.45695282,NA,3.71e-06,NA," 00000-0",NA," 38086-3",NA,0,NA,999,3,2,NA,31830,NA,99.0458,NA,268.2023,NA,202351,NA,311.442,NA,73.1807,NA,13.73850754,59235,6,"FENGYUN 1C DEB",992.765459668974,NA
"9825",1,NA,31832,"U",NA,99,25,"CHW",NA,19,70.33601571,NA,7.84e-06,NA,"+00000-0",NA,"+58533-3",NA,0,NA,999,1,2,NA,31832,NA,97.8034,NA,104.0362,NA,153299,NA,43.1405,NA,318.1652,NA,13.9159329,59676,3,"FENGYUN 1C DEB",930.040672382726,NA
"9826",1,NA,31833,"U",NA,99,25,"CHX",NA,19,85.14963823,NA,4.36e-06,NA,"+00000-0",NA,"+55754-3",NA,0,NA,999,4,2,NA,31833,NA,98.2325,NA,55.9104,NA,328599,NA,190.8784,NA,168.5124,NA,13.46756387,58071,4,"FENGYUN 1C DEB",1091.20122292556,NA
"9827",1,NA,31834,"U",NA,99,25,"CHY",NA,19,94.88488424,NA,-1.97e-06,NA," 00000-0",NA,"-95878-4",NA,0,NA,999,3,2,NA,31834,NA,98.3201,NA,121.6278,NA,173135,NA,129.6716,NA,231.9868,NA,13.99987433,61287,0,"FENGYUN 1C DEB",900.827368710107,NA
