"","LineNumber1","X","SatelliteNumber1","Classification","X.1","ID1","ID2","ID3","X.2","EpochYear","EpochDay","X.3","FirstTimeDerivative","X.4","SecondTimeDerivative","X.5","BSTAR","X.6","Ephemeris","X.7","ElementSetNumber","Checksum1","LineNumber2","X.8","SatelliteNumber2","X.9","Inclination","X.10","RightAscension","X.11","Eccentricity","X.12","Perigee","X.13","MeanAnomaly","X.14","MeanMotion","Revolution","Checksum2","satname","altitude","mark"
"1",1,NA,5,"U",NA,58,2,"B  ",NA,19,93.48463983,NA,-7.1e-07,NA,"+00000-0",NA,"-96052-4",NA,0,NA,999,3,2,NA,5,NA,34.2431,NA,146.4799,NA,1844402,NA,168.1908,NA,196.8797,NA,10.84771135,15736,6,"VANGUARD 1",2248.87374669298,NA
"2",1,NA,11,"U",NA,59,1,"A  ",NA,19,93.71607023,NA,8.4e-07,NA," 00000-0",NA," 26642-4",NA,0,NA,999,1,2,NA,11,NA,32.8776,NA,270.0199,NA,1468875,NA,283.5393,NA,60.6173,NA,11.85622648,56439,0,"VANGUARD 2",1752.85183453654,NA
"3",1,NA,12,"U",NA,59,1,"B  ",NA,19,93.45736165,NA,1.39e-06,NA," 00000-0",NA," 63083-4",NA,0,NA,999,4,2,NA,12,NA,32.9099,NA,93.8247,NA,1664971,NA,277.4985,NA,64.0282,NA,11.44234207,47202,1,"VANGUARD R/B",1947.58963342358,NA
"4",1,NA,16,"U",NA,58,2,"A  ",NA,19,93.0454256,NA,8.2e-07,NA,"+00000-0",NA,"+10458-3",NA,0,NA,999,1,2,NA,16,NA,34.2677,NA,349.2194,NA,2026457,NA,176.5473,NA,185.1765,NA,10.48740895,41249,8,"VANGUARD R/B",2445.18813935361,NA
"5",1,NA,20,"U",NA,59,7,"A  ",NA,19,93.98574015,NA,2.74e-06,NA," 00000-0",NA," 12026-3",NA,0,NA,999,1,2,NA,20,NA,33.343,NA,311.1713,NA,1665250,NA,90.2999,NA,288.7639,NA,11.55609245,17967,1,"VANGUARD 3",1892.91129360383,NA
"6",1,NA,22,"U",NA,59,9,"A  ",NA,19,94.87343282,NA,3.61e-06,NA," 00000-0",NA," 50374-4",NA,0,NA,999,0,2,NA,22,NA,50.2855,NA,4.07,NA,140508,NA,19.6256,NA,341.0025,NA,14.94812438,15956,4,"EXPLORER 7",589.950036711121,NA
"7",1,NA,29,"U",NA,60,2,"B  ",NA,19,94.34897178,NA,-1.17e-06,NA," 00000-0",NA," 13577-4",NA,0,NA,999,6,2,NA,29,NA,48.3792,NA,225.5082,NA,23928,NA,150.82,NA,209.4054,NA,14.74295787,15372,6,"TIROS 1",654.381328314489,NA
"8",1,NA,45,"U",NA,60,7,"A  ",NA,19,94.73813584,NA,-5.8e-07,NA," 00000-0",NA," 12680-4",NA,0,NA,999,9,2,NA,45,NA,66.6928,NA,99.6353,NA,263142,NA,275.5973,NA,81.5174,NA,14.3363217,5967,2,"TRANSIT 2A",786.606629864846,NA
"9",1,NA,46,"U",NA,60,7,"B  ",NA,19,94.4519154,NA,-1.3e-07,NA," 00000-0",NA," 20598-4",NA,0,NA,999,8,2,NA,46,NA,66.69,NA,155.3449,NA,202614,NA,99.4386,NA,262.9687,NA,14.49214753,7534,3,"SOLRAD 1 (GREB)",735.206455007237,NA
"10",1,NA,47,"U",NA,60,7,"C  ",NA,19,94.50350439,NA,-5.6e-07,NA," 00000-0",NA," 12785-4",NA,0,NA,999,5,2,NA,47,NA,66.6647,NA,251.3139,NA,235409,NA,265.3338,NA,92.0847,NA,14.42025858,7168,6,"THOR ABLESTAR R/B",758.804469075885,NA
"11",1,NA,50,"U",NA,60,9,"B  ",NA,19,93.25261872,NA,-8.6e-07,NA,"+00000-0",NA,"+63017-5",NA,0,NA,999,2,2,NA,50,NA,47.2324,NA,50.6021,NA,113104,NA,90.6477,NA,270.7274,NA,12.20107017,61635,7,"DELTA 1 R/B",1599.04980375205,NA
"12",1,NA,51,"U",NA,60,9,"C  ",NA,19,93.49190285,NA,-1.17e-06,NA,"+00000-0",NA,"-31440-3",NA,0,NA,999,7,2,NA,51,NA,47.2114,NA,271.6406,NA,104658,NA,291.818,NA,67.1502,NA,12.18270021,61033,4,"ECHO 1 DEB (METAL OBJ)",1607.05967150048,NA
"13",1,NA,53,"U",NA,60,9,"E  ",NA,19,93.31109799,NA,-2.6e-07,NA,"+00000-0",NA,"+56892-3",NA,0,NA,999,6,2,NA,53,NA,47.275,NA,179.3714,NA,100378,NA,217.4753,NA,141.9006,NA,12.17225458,61483,5,"ECHO 1 DEB (METAL OBJ)",1611.62327113713,NA
"14",1,NA,58,"U",NA,60,13,"A  ",NA,19,94.19762285,NA,8.9e-07,NA," 00000-0",NA," 94323-5",NA,0,NA,999,9,2,NA,58,NA,28.3264,NA,168.1525,NA,165051,NA,24.3522,NA,336.472,NA,13.46317207,87977,1,"COURIER 1B",1092.82395658949,NA
"15",1,NA,59,"U",NA,60,13,"B  ",NA,19,94.05182161,NA,1.13e-06,NA," 00000-0",NA," 29770-4",NA,0,NA,999,5,2,NA,59,NA,28.2497,NA,320.4318,NA,189285,NA,189.8096,NA,169.8719,NA,13.52967341,88742,4,"THOR ABLESTAR R/B",1068.3463122486,NA
"16",1,NA,82,"U",NA,61,4,"B  ",NA,19,93.87867387,NA,3.1e-07,NA,"+00000-0",NA,"+72091-4",NA,0,NA,999,4,2,NA,82,NA,38.8576,NA,29.7186,NA,1174926,NA,117.2495,NA,255.2725,NA,12.26024854,75373,8,"SCOUT X-1 R/B",1573.38230850336,NA
"17",1,NA,85,"U",NA,61,4,"C  ",NA,19,94.41064542,NA,-1.9e-06,NA," 00000-0",NA,"-15864-4",NA,0,NA,999,3,2,NA,85,NA,38.7755,NA,103.6533,NA,401474,NA,90.4608,NA,274.2141,NA,14.19661266,86850,8,"SCOUT X-1 DEB",833.488674560892,NA
"18",1,NA,107,"U",NA,61,13,"A  ",NA,19,94.46261104,NA,3.38e-06,NA," 00000-0",NA," 27495-4",NA,0,NA,999,1,2,NA,107,NA,28.7863,NA,145.9852,NA,547533,NA,34.8776,NA,328.6449,NA,14.0876175,90367,0,"EXPLORER 11",870.601421901587,NA
"19",1,NA,115,"U",NA,60,2,"D  ",NA,19,94.44392095,NA,5e-07,NA," 00000-0",NA," 33204-4",NA,0,NA,999,5,2,NA,115,NA,48.166,NA,229.7919,NA,34270,NA,110.2483,NA,250.2119,NA,14.83421165,14764,5,"THOR ABLE DEB (YO)",625.540263298769,NA
"20",1,NA,116,"U",NA,61,15,"A  ",NA,19,93.81828211,NA,-4.8e-07,NA," 00000-0",NA," 22101-4",NA,0,NA,999,7,2,NA,116,NA,66.8101,NA,205.3821,NA,80758,NA,314.3012,NA,45.1463,NA,13.91750009,93098,2,"TRANSIT 4A",929.492569509393,NA
"21",1,NA,117,"U",NA,61,15,"B  ",NA,19,94.06666389,NA,-4.8e-07,NA," 00000-0",NA," 22902-4",NA,0,NA,999,1,2,NA,117,NA,66.8116,NA,297.0491,NA,80956,NA,333.2766,NA,26.415,NA,13.89837578,92883,6,"SOLRAD 3/INJUN 1",936.188070517547,NA
"22",1,NA,118,"U",NA,61,15,"C  ",NA,19,94.18149899,NA,-1.6e-07,NA," 00000-0",NA," 40587-4",NA,0,NA,999,1,2,NA,118,NA,66.7626,NA,135.5846,NA,87925,NA,319.9465,NA,39.5156,NA,14.01636126,94784,6,"THOR ABLESTAR R/B",895.123861568607,NA
"23",1,NA,119,"U",NA,61,15,"D  ",NA,19,94.89811472,NA,1.6e-07,NA," 00000-0",NA," 41980-4",NA,0,NA,999,0,2,NA,119,NA,66.731,NA,359.8874,NA,105380,NA,356.9193,NA,3.1239,NA,14.23195146,98413,2,"THOR ABLESTAR DEB",821.557611546575,NA
"24",1,NA,120,"U",NA,61,15,"E  ",NA,19,94.16008257,NA,1.05e-06,NA," 00000-0",NA," 75543-4",NA,0,NA,999,2,2,NA,120,NA,66.7059,NA,75.6436,NA,109957,NA,102.7249,NA,258.6164,NA,14.25242979,97347,2,"THOR ABLESTAR DEB",814.666301774404,NA
"25",1,NA,121,"U",NA,61,15,"F  ",NA,19,93.46445096,NA,-4.4e-07,NA," 00000-0",NA," 23041-4",NA,0,NA,999,0,2,NA,121,NA,66.746,NA,99.5402,NA,89032,NA,38.8988,NA,321.8456,NA,13.9967096,95800,1,"THOR ABLESTAR DEB",901.92345980259,NA
"26",1,NA,122,"U",NA,61,15,"G  ",NA,19,94.85828452,NA,2.9e-06,NA," 00000-0",NA," 66722-4",NA,0,NA,999,1,2,NA,122,NA,66.7526,NA,28.6166,NA,64606,NA,124.158,NA,236.5688,NA,14.68883295,2663,0,"THOR ABLESTAR DEB",671.628673709208,NA
"27",1,NA,123,"U",NA,61,15,"H  ",NA,19,94.72396419,NA,-8e-08,NA," 00000-0",NA," 26449-4",NA,0,NA,999,1,2,NA,123,NA,66.685,NA,208.7927,NA,113094,NA,28.0642,NA,332.6493,NA,14.36966568,175,1,"THOR ABLESTAR DEB",775.529801143104,NA
"28",1,NA,124,"U",NA,61,15,"J  ",NA,19,93.91911644,NA,9.6e-07,NA,"+00000-0",NA,"+68325-4",NA,0,NA,999,0,2,NA,124,NA,66.5454,NA,354.3615,NA,72759,NA,161.1257,NA,199.2563,NA,14.30317621,98213,5,"THOR ABLESTAR DEB",797.660158150259,NA
"29",1,NA,125,"U",NA,61,15,"K  ",NA,19,93.89350876,NA,1.62e-06,NA," 00000-0",NA," 14455-3",NA,0,NA,999,0,2,NA,125,NA,66.8786,NA,20.4166,NA,75114,NA,194.1909,NA,165.7069,NA,14.05437974,94779,5,"THOR ABLESTAR DEB",882.014226675467,NA
"30",1,NA,126,"U",NA,61,15,"L  ",NA,19,94.73008501,NA,1.31e-06,NA," 00000-0",NA," 72963-4",NA,0,NA,999,5,2,NA,126,NA,66.7123,NA,229.5072,NA,65541,NA,26.5107,NA,333.9321,NA,14.3605547,98662,5,"THOR ABLESTAR DEB",778.552200969317,NA
"31",1,NA,127,"U",NA,61,15,"M  ",NA,19,94.1713517,NA,1.49e-06,NA," 00000-0",NA," 74977-4",NA,0,NA,999,3,2,NA,127,NA,66.83,NA,81.4654,NA,77484,NA,225.5315,NA,133.9436,NA,14.38525412,98761,1,"THOR ABLESTAR DEB",770.366023478643,NA
"32",1,NA,128,"U",NA,61,15,"N  ",NA,19,93.97451556,NA,-4.3e-07,NA," 00000-0",NA," 23433-4",NA,0,NA,999,5,2,NA,128,NA,66.6738,NA,273.4144,NA,99365,NA,319.094,NA,40.2716,NA,14.0115794,94679,9,"THOR ABLESTAR DEB",896.776951965363,NA
"33",1,NA,130,"U",NA,61,15,"Q  ",NA,19,93.94467094,NA,-4.1e-07,NA," 00000-0",NA," 25299-4",NA,0,NA,999,9,2,NA,130,NA,66.77,NA,292.128,NA,89526,NA,332.0068,NA,27.6213,NA,13.98682503,94394,3,"THOR ABLESTAR DEB",905.349601001766,NA
"34",1,NA,131,"U",NA,61,15,"R  ",NA,19,93.60492559,NA,-3.4e-07,NA,"+00000-0",NA,"+29623-4",NA,0,NA,999,4,2,NA,131,NA,66.7354,NA,177.0164,NA,74119,NA,104.3996,NA,256.5328,NA,14.00644127,93481,3,"THOR ABLESTAR DEB",898.554253294167,NA
"35",1,NA,132,"U",NA,61,15,"S  ",NA,19,94.46638509,NA,-5.7e-07,NA," 00000-0",NA," 15966-4",NA,0,NA,999,7,2,NA,132,NA,66.6623,NA,351.3914,NA,73082,NA,169.6343,NA,190.6264,NA,13.94301229,93737,6,"THOR ABLESTAR DEB",920.584476680175,NA
"36",1,NA,133,"U",NA,61,15,"T  ",NA,19,94.893731,NA,-3.7e-07,NA," 00000-0",NA," 20756-4",NA,0,NA,999,9,2,NA,133,NA,67.1182,NA,29.7578,NA,49104,NA,68.8461,NA,291.7871,NA,14.18044251,96061,0,"THOR ABLESTAR DEB",838.96455130825,NA
"37",1,NA,134,"U",NA,61,15,"U  ",NA,19,94.853881,NA,-5.9e-07,NA," 00000-0",NA," 12622-4",NA,0,NA,999,9,2,NA,134,NA,66.8822,NA,36.1712,NA,89025,NA,287.2971,NA,71.8387,NA,13.96789337,93872,1,"THOR ABLESTAR DEB",911.922879399407,NA
"38",1,NA,136,"U",NA,61,15,"W  ",NA,19,93.36506863,NA,3.59e-06,NA,"+00000-0",NA,"+15572-3",NA,0,NA,999,2,2,NA,136,NA,67.5297,NA,158.2816,NA,60124,NA,265.5492,NA,93.8744,NA,14.33341927,97895,5,"THOR ABLESTAR DEB",787.572845055879,NA
"39",1,NA,138,"U",NA,61,15,"Y  ",NA,19,94.20456193,NA,6.5e-07,NA," 00000-0",NA," 92887-4",NA,0,NA,999,7,2,NA,138,NA,67.1543,NA,78.5293,NA,32614,NA,5.4935,NA,354.6503,NA,14.01579286,93429,2,"THOR ABLESTAR DEB",895.320308387773,NA
"40",1,NA,141,"U",NA,61,15,"AB ",NA,19,94.17404083,NA,2.7e-07,NA," 00000-0",NA," 88510-4",NA,0,NA,999,4,2,NA,141,NA,66.5914,NA,7.5811,NA,61598,NA,319.5183,NA,40.1318,NA,13.86764527,90716,9,"THOR ABLESTAR DEB",946.979172571302,NA
"41",1,NA,144,"U",NA,61,15,"AE ",NA,19,94.34965015,NA,-1.6e-07,NA," 00000-0",NA," 50322-4",NA,0,NA,999,2,2,NA,144,NA,66.5011,NA,47.1918,NA,49216,NA,244.5495,NA,115.0484,NA,13.9000989,91936,5,"THOR ABLESTAR DEB",935.584169679334,NA
"42",1,NA,145,"U",NA,61,15,"AF ",NA,19,94.19000527,NA,-2.2e-07,NA," 00000-0",NA," 36195-4",NA,0,NA,999,3,2,NA,145,NA,66.9274,NA,53.4341,NA,57553,NA,70.1374,NA,290.5901,NA,14.01264626,94839,4,"THOR ABLESTAR DEB",896.408056670494,NA
"43",1,NA,147,"U",NA,61,15,"AH ",NA,19,94.04962443,NA,-4.6e-07,NA," 00000-0",NA," 18157-4",NA,0,NA,999,7,2,NA,147,NA,66.6194,NA,320.6944,NA,48060,NA,109.9326,NA,250.6952,NA,14.18926416,96121,2,"THOR ABLESTAR DEB",835.975889108513,NA
"44",1,NA,148,"U",NA,61,15,"AJ ",NA,19,94.11510938,NA,5.92e-06,NA," 00000-0",NA," 37340-3",NA,0,NA,999,3,2,NA,148,NA,65.7751,NA,153.8209,NA,157968,NA,221.4579,NA,137.4428,NA,14.05518231,38925,6,"THOR ABLESTAR DEB",881.738119405362,NA
"45",1,NA,150,"U",NA,61,15,"AL ",NA,19,94.79086193,NA,-2.5e-07,NA," 00000-0",NA," 50549-4",NA,0,NA,999,0,2,NA,150,NA,66.2471,NA,253.5575,NA,67737,NA,335.2106,NA,24.5713,NA,13.81128132,74546,4,"THOR ABLESTAR DEB",966.875476239716,NA
"46",1,NA,152,"U",NA,61,15,"AN ",NA,19,93.49927556,NA,-1.37e-06,NA,"+00000-0",NA,"-28005-4",NA,0,NA,999,2,2,NA,152,NA,66.5942,NA,171.0076,NA,154568,NA,186.0525,NA,173.87,NA,14.09147522,95457,1,"THOR ABLESTAR DEB",869.279708123174,NA
"47",1,NA,154,"U",NA,61,15,"AQ ",NA,19,93.95680059,NA,-1.3e-07,NA," 00000-0",NA," 41317-4",NA,0,NA,999,2,2,NA,154,NA,66.6575,NA,290.4308,NA,82904,NA,15.1988,NA,345.1558,NA,14.04405674,94740,8,"THOR ABLESTAR DEB",885.567981252589,NA
"48",1,NA,155,"U",NA,61,15,"AR ",NA,19,93.90880335,NA,2.74e-06,NA,"+00000-0",NA,"+11556-3",NA,0,NA,999,6,2,NA,155,NA,66.8815,NA,43.2055,NA,40334,NA,145.1881,NA,215.1874,NA,14.38995677,98149,6,"THOR ABLESTAR DEB",768.8100690997,NA
"49",1,NA,158,"U",NA,61,15,"AU ",NA,19,94.78102132,NA,6.3e-07,NA," 00000-0",NA," 30017-3",NA,0,NA,999,7,2,NA,158,NA,67.0725,NA,306.4033,NA,609654,NA,39.45,NA,324.9299,NA,12.65229139,67249,9,"THOR ABLESTAR DEB",1408.41359509423,NA
"50",1,NA,159,"U",NA,61,15,"AV ",NA,19,94.73815473,NA,2.4e-07,NA," 00000-0",NA," 21712-3",NA,0,NA,999,1,2,NA,159,NA,65.5243,NA,284.7602,NA,362281,NA,80.2338,NA,283.939,NA,13.02035014,73880,6,"THOR ABLESTAR DEB",1261.10862530498,NA
"51",1,NA,162,"U",NA,61,17,"A  ",NA,19,94.34530359,NA,-1.34e-06,NA," 00000-0",NA," 85801-5",NA,0,NA,999,5,2,NA,162,NA,47.8995,NA,77.3055,NA,44523,NA,32.2134,NA,328.1465,NA,14.44026401,3672,6,"TIROS 3",752.217897038685,NA
"52",1,NA,163,"U",NA,61,18,"A  ",NA,19,93.43354152,NA,2.4e-07,NA,"+00000-0",NA,"+80509-2",NA,0,NA,999,5,2,NA,163,NA,91.2,NA,89.2456,NA,101401,NA,162.6967,NA,197.7399,NA,8.91835006,87937,1,"MIDAS 3",3451.0764103224,NA
"53",1,NA,167,"U",NA,61,17,"D  ",NA,19,94.02334274,NA,-2.2e-07,NA," 00000-0",NA," 55720-4",NA,0,NA,999,5,2,NA,167,NA,47.8445,NA,84.7796,NA,91486,NA,145.6901,NA,214.9936,NA,14.22709574,99041,1,"DELTA 1 DEB (YO)",823.194069196448,NA
"54",1,NA,172,"U",NA,61,15,"AY ",NA,19,93.30157216,NA,1.54e-06,NA,"+00000-0",NA,"+29451-3",NA,0,NA,999,4,2,NA,172,NA,67.0687,NA,61.674,NA,128288,NA,134.0789,NA,227.0922,NA,13.57349976,84773,8,"THOR ABLESTAR DEB",1052.32415599415,NA
"55",1,NA,177,"U",NA,61,15,"BB ",NA,19,94.75970207,NA,2.35e-06,NA," 00000-0",NA," 15889-3",NA,0,NA,999,2,2,NA,177,NA,66.6625,NA,75.9497,NA,112323,NA,130.2091,NA,230.8894,NA,14.13438801,96987,3,"THOR ABLESTAR DEB",854.617687508535,NA
"56",1,NA,178,"U",NA,61,15,"BC ",NA,19,94.01248179,NA,-2.1e-07,NA," 00000-0",NA," 42299-4",NA,0,NA,999,8,2,NA,178,NA,66.8651,NA,307.0732,NA,73738,NA,69.4858,NA,291.4116,NA,13.92337811,93132,0,"THOR ABLESTAR DEB",927.437729994371,NA
"57",1,NA,188,"U",NA,61,18,"C  ",NA,19,92.38922827,NA,-1e-07,NA,"+00000-0",NA,"-40919-2",NA,0,NA,999,3,2,NA,188,NA,91.1956,NA,91.8715,NA,118376,NA,43.5457,NA,317.4691,NA,8.9380949,88328,5,"MIDAS 3 DEB",3436.60600380551,NA
"58",1,NA,192,"U",NA,61,28,"A  ",NA,19,93.42110365,NA,-1.7e-07,NA,"+00000-0",NA,"-63105-2",NA,0,NA,999,0,2,NA,192,NA,95.8657,NA,30.0355,NA,141266,NA,23.0915,NA,337.621,NA,8.67760035,81987,7,"MIDAS 4",3631.91446931346,NA
"59",1,NA,194,"U",NA,61,28,"C  ",NA,19,93.30839013,NA,-5.7e-07,NA,"+00000-0",NA,"-21804-1",NA,0,NA,999,0,2,NA,194,NA,95.8558,NA,51.1475,NA,368613,NA,260.235,NA,95.6698,NA,8.70044072,82435,1,"MIDAS 4 DEB",3614.40038736716,NA
"60",1,NA,195,"U",NA,61,28,"D  ",NA,19,93.23878773,NA,-2.4e-07,NA,"+00000-0",NA,"-95164-2",NA,0,NA,999,4,2,NA,195,NA,95.8718,NA,13.1774,NA,139549,NA,98.1329,NA,263.5378,NA,8.65608487,81530,4,"MIDAS 4 DEB",3648.48304126398,NA
"61",1,NA,196,"U",NA,61,18,"D  ",NA,19,92.91627719,NA,1.1e-07,NA,"+00000-0",NA,"+37438-2",NA,0,NA,999,4,2,NA,196,NA,91.206,NA,87.4683,NA,95592,NA,305.3157,NA,53.8806,NA,8.89667521,87460,3,"MIDAS 3 DEB",3467.0228679968,NA
"62",1,NA,202,"U",NA,61,31,"A  ",NA,19,94.34278759,NA,3.5e-07,NA," 00000-0",NA," 17466-4",NA,0,NA,999,9,2,NA,202,NA,32.4371,NA,216.0107,NA,101212,NA,35.711,NA,325.0231,NA,13.6352519,86177,7,"TRANSIT 4B",1029.89440973925,NA
"63",1,NA,204,"U",NA,61,31,"C  ",NA,19,91.99752088,NA,5.7e-07,NA,"+00000-0",NA,"+43088-4",NA,0,NA,999,4,2,NA,204,NA,32.4424,NA,312.3107,NA,98298,NA,72.8846,NA,288.2514,NA,13.64864294,86346,9,"THOR ABLESTAR R/B",1025.05281064188,NA
"64",1,NA,205,"U",NA,61,31,"B  ",NA,19,94.2094739,NA,4.6e-07,NA," 00000-0",NA," 27550-4",NA,0,NA,999,8,2,NA,205,NA,32.4424,NA,346.2016,NA,102338,NA,194.2297,NA,165.543,NA,13.62405032,86054,4,"TRAAC",1033.95048962849,NA
"65",1,NA,210,"U",NA,61,15,"BE ",NA,19,94.20031206,NA,1.18e-06,NA," 00000-0",NA," 16961-3",NA,0,NA,999,9,2,NA,210,NA,66.4599,NA,356.8234,NA,43672,NA,172.4433,NA,187.7308,NA,13.85874441,90093,1,"THOR ABLESTAR DEB",950.112180670638,NA
"66",1,NA,223,"U",NA,61,15,"BK ",NA,19,94.71750133,NA,-7.2e-07,NA," 00000-0",NA," 29864-5",NA,0,NA,999,4,2,NA,223,NA,66.8904,NA,218.6169,NA,64346,NA,35.8175,NA,324.7192,NA,13.8862482,92602,6,"THOR ABLESTAR DEB",940.441948764063,NA
"67",1,NA,224,"U",NA,61,15,"BL ",NA,19,93.99186012,NA,5.5e-07,NA," 00000-0",NA," 78546-4",NA,0,NA,999,3,2,NA,224,NA,66.7367,NA,314.8309,NA,59707,NA,87.9551,NA,15.0719,NA,14.07865291,94217,5,"THOR ABLESTAR DEB",873.675158223156,NA
"68",1,NA,225,"U",NA,61,15,"BM ",NA,19,94.02637063,NA,8.1e-07,NA," 00000-0",NA," 59184-4",NA,0,NA,999,2,2,NA,225,NA,66.7996,NA,302.0754,NA,108499,NA,24.1015,NA,336.5106,NA,14.31314866,98105,3,"THOR ABLESTAR DEB",794.330007636688,NA
"69",1,NA,226,"U",NA,62,2,"A  ",NA,19,93.31384024,NA,-1.49e-06,NA," 00000-0",NA," 65656-5",NA,0,NA,999,5,2,NA,226,NA,48.298,NA,24.536,NA,78406,NA,223.3627,NA,136.1085,NA,14.45644337,842,2,"TIROS 4",746.902130595663,NA
"70",1,NA,227,"U",NA,62,2,"B  ",NA,19,93.7499033,NA,-1.42e-06,NA,"+00000-0",NA,"+99763-5",NA,0,NA,999,5,2,NA,227,NA,48.1466,NA,261.9869,NA,131606,NA,39.9676,NA,321.0817,NA,14.3821022,96541,0,"DELTA 1 DEB (YO)",771.409366192644,NA
"71",1,NA,228,"U",NA,62,2,"C  ",NA,19,93.4718699,NA,1.13e-06,NA,"+00000-0",NA,"+29014-4",NA,0,NA,999,3,2,NA,228,NA,48.4287,NA,149.9492,NA,14790,NA,141.6297,NA,218.5682,NA,15.01052259,4496,1,"DELTA 1 DEB (YO)",570.645698389927,NA
"72",1,NA,230,"U",NA,61,15,"BN ",NA,19,94.19101463,NA,-5.1e-07,NA," 00000-0",NA," 18511-4",NA,0,NA,999,3,2,NA,230,NA,66.8855,NA,30.936,NA,100889,NA,269.7734,NA,89.1787,NA,13.96078921,93893,8,"THOR ABLESTAR DEB",914.393353982807,NA
"73",1,NA,232,"U",NA,61,15,"BQ ",NA,19,94.06001334,NA,-2e-07,NA," 00000-0",NA," 39399-4",NA,0,NA,999,0,2,NA,232,NA,66.82,NA,248.6734,NA,57825,NA,186.4248,NA,173.6101,NA,13.99214154,93924,0,"THOR ABLESTAR DEB",903.506317016265,NA
"74",1,NA,233,"U",NA,61,15,"BR ",NA,19,93.94032199,NA,6.27e-06,NA,"+00000-0",NA,"+14704-3",NA,0,NA,999,4,2,NA,233,NA,66.8496,NA,290.4494,NA,28602,NA,23.9716,NA,336.2724,NA,14.610597,99183,7,"THOR ABLESTAR DEB",696.747253947113,NA
"75",1,NA,234,"U",NA,61,15,"BS ",NA,19,94.72792488,NA,7e-08,NA," 00000-0",NA," 54274-4",NA,0,NA,999,5,2,NA,234,NA,66.8769,NA,213.3583,NA,77569,NA,244.3252,NA,114.9808,NA,14.02154304,94302,7,"THOR ABLESTAR DEB",893.333579541111,NA
"76",1,NA,235,"U",NA,61,15,"BT ",NA,19,94.15130168,NA,-1.19e-06,NA," 00000-0",NA,"-20908-4",NA,0,NA,999,7,2,NA,235,NA,66.9574,NA,18.7426,NA,161848,NA,153.9267,NA,207.0089,NA,14.08547734,95102,4,"THOR ABLESTAR DEB",871.334933583322,NA
"77",1,NA,243,"U",NA,61,15,"BY ",NA,19,94.16762945,NA,1.49e-06,NA," 00000-0",NA," 16321-3",NA,0,NA,999,5,2,NA,243,NA,66.4629,NA,121.6049,NA,36155,NA,321.2804,NA,38.5684,NA,13.97042082,91593,4,"THOR ABLESTAR DEB",911.044462600789,NA
"78",1,NA,244,"U",NA,61,15,"BZ ",NA,19,94.45605171,NA,-2.4e-07,NA," 00000-0",NA," 38716-4",NA,0,NA,999,1,2,NA,244,NA,66.8415,NA,206.9473,NA,67014,NA,158.9939,NA,201.3919,NA,13.94599167,93265,9,"THOR ABLESTAR DEB",919.545938149135,NA
"79",1,NA,245,"U",NA,61,15,"CA ",NA,19,94.47555775,NA,4.3e-07,NA," 00000-0",NA," 67564-4",NA,0,NA,999,1,2,NA,245,NA,66.0667,NA,212.6107,NA,64615,NA,288.5993,NA,70.8081,NA,14.13598252,95604,7,"THOR ABLESTAR DEB",854.074320666725,NA
"80",1,NA,246,"U",NA,61,15,"CB ",NA,19,94.37469603,NA,-6.6e-07,NA," 00000-0",NA," 77815-5",NA,0,NA,999,2,2,NA,246,NA,66.8692,NA,64.4996,NA,67039,NA,194.8149,NA,165.0965,NA,13.857546,25979,3,"THOR ABLESTAR DEB",950.534264426503,NA
"81",1,NA,252,"U",NA,61,15,"CD ",NA,19,94.75782806,NA,1e-07,NA," 00000-0",NA," 82888-4",NA,0,NA,999,7,2,NA,252,NA,67.077,NA,266.9633,NA,58934,NA,327.9883,NA,118.9145,NA,13.76127673,88971,7,"THOR ABLESTAR DEB",984.64057180621,NA
"82",1,NA,253,"U",NA,61,15,"CE ",NA,19,93.45696159,NA,6.27e-06,NA,"+00000-0",NA,"+15182-3",NA,0,NA,999,5,2,NA,253,NA,66.9288,NA,109.1289,NA,20771,NA,67.4119,NA,292.9191,NA,14.59517259,99167,9,"THOR ABLESTAR DEB",701.725915585742,NA
"83",1,NA,254,"U",NA,61,15,"CF ",NA,19,94.78751232,NA,2.01e-06,NA," 00000-0",NA," 85870-4",NA,0,NA,999,7,2,NA,254,NA,66.775,NA,110.4525,NA,79884,NA,272.7953,NA,86.401,NA,14.42033723,99399,0,"THOR ABLESTAR DEB",758.778544595188,NA
"84",1,NA,260,"U",NA,61,15,"CG ",NA,19,94.77117076,NA,2.23e-06,NA," 00000-0",NA," 10790-3",NA,0,NA,999,7,2,NA,260,NA,66.7702,NA,304.4016,NA,58142,NA,284.5375,NA,74.9281,NA,14.34286551,97878,9,"THOR ABLESTAR DEB",784.429399654484,NA
"85",1,NA,261,"U",NA,61,15,"CH ",NA,19,94.16973619,NA,1.4e-07,NA," 00000-0",NA," 61281-4",NA,0,NA,999,4,2,NA,261,NA,66.6798,NA,130.7116,NA,92690,NA,333.4537,NA,26.1814,NA,13.99884045,94372,4,"THOR ABLESTAR DEB",901.185403332928,NA
"86",1,NA,262,"U",NA,61,15,"CJ ",NA,19,94.83600964,NA,9.27e-06,NA," 00000-0",NA," 30221-3",NA,0,NA,999,1,2,NA,262,NA,66.4674,NA,6.7836,NA,73351,NA,109.2261,NA,251.6797,NA,14.41753571,97845,3,"THOR ABLESTAR DEB",759.702122233311,NA
