"","X.15","LineNumber1","X","SatelliteNumber1","Classification","X.1","ID1","ID2","ID3","X.2","EpochYear","EpochDay","X.3","FirstTimeDerivative","X.4","SecondTimeDerivative","X.5","BSTAR","X.6","Ephemeris","X.7","ElementSetNumber","Checksum1","LineNumber2","X.8","SatelliteNumber2","X.9","Inclination","X.10","RightAscension","X.11","Eccentricity","X.12","Perigee","X.13","MeanAnomaly","X.14","MeanMotion","Revolution","Checksum2","satname","altitude","mark"
"5048",14288,1,NA,40195,"U",NA,12,8,"E  ",NA,19,94.40645,NA,-1.76e-06,NA," 00000-0",NA,"-69332",NA,0,NA,999,1,2,NA,40195,NA,20.262,NA,126.0335,NA,7169217,NA,161.7584,NA,251.2986,NA,2.325951,4529,7,"CZ-3C DEB",17690.68,"0"
"5049",14708,1,NA,40823,"U",NA,10,57,"AQ ",NA,19,87.88399,NA,-6.1e-07,NA,"0",NA,"-16677",NA,0,NA,999,4,2,NA,40823,NA,20.7659,NA,279.2555,NA,7176435,NA,328.7367,NA,3.611,NA,2.233864,3403,7,"CZ-3C DEB",18347.48,"0"
"5050",14730,1,NA,40858,"U",NA,12,8,"Y  ",NA,19,86.02733,NA,-1.74e-06,NA,"0",NA,"-93683",NA,0,NA,999,3,2,NA,40858,NA,18.1423,NA,246.4022,NA,7279574,NA,342.1614,NA,1.7568,NA,2.115764,3327,7,"CZ-3C DEB",19258.97,"0"
"5051",14736,1,NA,40868,"U",NA,12,8,"AJ ",NA,19,93.97449,NA,-5.8e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,1,2,NA,40868,NA,22.0252,NA,336.7906,NA,6804581,NA,123.0572,NA,320.3551,NA,2.281182,93597,7,"CZ-3C DEB",18004.47,"0"
"5052",16001,1,NA,42467,"U",NA,10,57,"BG ",NA,19,93.45291,NA,6e-08,NA," 00000-0",NA," 22070-4",NA,0,NA,999,2,2,NA,42467,NA,20.1063,NA,210.8151,NA,4980348,NA,41.0512,NA,347.3172,NA,5.504244,9118,7,"CZ-3C DEB",7178.643,"0"
"5053",16002,1,NA,42469,"U",NA,10,57,"BJ ",NA,19,92.44146,NA,2.7e-07,NA," 00000-0",NA," 31565-5",NA,0,NA,999,9,2,NA,42469,NA,19.9113,NA,210.9936,NA,7227242,NA,96.1446,NA,342.7306,NA,2.277947,5098,7,"CZ-3C DEB",18027.54,"0"
"5054",13744,1,NA,39339,"U",NA,10,57,"D  ",NA,19,91.07939,NA,-1.75e-06,NA,"0",NA,"17232",NA,0,NA,999,7,2,NA,39339,NA,21.3844,NA,18.8946,NA,7170503,NA,142.2144,NA,356.6587,NA,2.14424,5894,6,"CZ-3C DEB",19031.56,"0"
"5055",13747,1,NA,39342,"U",NA,10,57,"G  ",NA,19,93.28681,NA,-2.03e-06,NA," 00000-0",NA,"-78557",NA,0,NA,999,3,2,NA,39342,NA,20.3858,NA,296.309,NA,7192503,NA,308.4739,NA,300.0618,NA,2.205675,6092,6,"CZ-3C DEB",18557.64,"0"
"5056",13750,1,NA,39346,"U",NA,10,57,"L  ",NA,19,91.69689,NA,-3.26e-06,NA,"0",NA,"-10170",NA,0,NA,999,2,2,NA,39346,NA,20.8413,NA,331.2855,NA,7191664,NA,236.9001,NA,33.7618,NA,2.178368,6131,6,"CZ-3C DEB",18765.54,"0"
"5057",13757,1,NA,39353,"U",NA,10,57,"T  ",NA,19,92.7186,NA,-2.06e-06,NA,"0",NA,"-23153",NA,0,NA,999,1,2,NA,39353,NA,20.2046,NA,284.7829,NA,7151733,NA,332.233,NA,281.6898,NA,2.239645,4474,6,"CZ-3C DEB",18304.93,"0"
"5058",14269,1,NA,40171,"U",NA,10,57,"Z  ",NA,19,94.15832,NA,4.51e-05,NA," 00000-0",NA," 21228-2",NA,0,NA,999,3,2,NA,40171,NA,21.9044,NA,80.4288,NA,5607404,NA,135.6229,NA,286.2917,NA,4.578812,9955,6,"CZ-3C DEB",8947.79,"0"
"5059",14271,1,NA,40176,"U",NA,10,57,"AE ",NA,19,91.96793,NA,-1.61e-06,NA,"0",NA,"99661",NA,0,NA,999,9,2,NA,40176,NA,20.7502,NA,61.6823,NA,7201720,NA,76.6286,NA,355.8061,NA,2.078395,96209,6,"CZ-3C DEB",19565.28,"0"
"5060",14295,1,NA,40202,"U",NA,12,8,"M  ",NA,19,94.34869,NA,-1.65e-06,NA," 00000-0",NA,"-97828",NA,0,NA,999,1,2,NA,40202,NA,20.011,NA,123.8869,NA,7141628,NA,170.3606,NA,219.6097,NA,2.336123,5145,6,"CZ-3C DEB",17620.78,"0"
"5061",14297,1,NA,40204,"U",NA,12,8,"P  ",NA,19,92.69752,NA,-2.4e-06,NA,"0",NA,"-10487",NA,0,NA,999,1,2,NA,40204,NA,20.0256,NA,211.8409,NA,7083979,NA,9.8704,NA,358.632,NA,2.269209,3692,6,"CZ-3C DEB",18090.14,"0"
"5062",14707,1,NA,40819,"U",NA,10,57,"AL ",NA,19,94.40159,NA,-2.74e-06,NA," 00000-0",NA,"-23031",NA,0,NA,999,1,2,NA,40819,NA,20.0237,NA,235.7928,NA,7158202,NA,51.3124,NA,353.2992,NA,2.295961,3600,6,"CZ-3C DEB",17899.76,"0"
"5063",14709,1,NA,40829,"U",NA,10,57,"AW ",NA,19,93.45234,NA,-4.33e-06,NA," 00000-0",NA,"-20005",NA,0,NA,999,3,2,NA,40829,NA,20.4096,NA,192.8516,NA,7145483,NA,117.9544,NA,329.7283,NA,2.341233,3506,6,"CZ-3C DEB",17585.86,"0"
"5064",14733,1,NA,40861,"U",NA,12,8,"AB ",NA,19,88.83336,NA,-1.66e-06,NA,"0",NA,"-40870",NA,0,NA,999,3,2,NA,40861,NA,20.4064,NA,193.6893,NA,7100291,NA,33.706,NA,355.6422,NA,2.288563,3605,6,"CZ-3C DEB",17952.03,"0"
"5065",14735,1,NA,40867,"U",NA,12,8,"AH ",NA,19,94.47557,NA,-1.59e-06,NA," 00000-0",NA," 41716-3",NA,0,NA,999,9,2,NA,40867,NA,21.4401,NA,192.2067,NA,7180369,NA,19.0578,NA,357.7001,NA,2.24066,4880,6,"CZ-3C DEB",18297.48,"0"
"5066",13746,1,NA,39341,"U",NA,10,57,"F  ",NA,19,94.37663,NA,0.00010513,NA," 00000-0",NA," 10044-1",NA,0,NA,999,7,2,NA,39341,NA,18.9042,NA,117.5109,NA,7064829,NA,298.33,NA,8.8305,NA,2.512544,6626,5,"CZ-3C DEB",16484.14,"0"
"5067",13758,1,NA,39354,"U",NA,10,57,"U  ",NA,19,94.39402,NA,-3.25e-06,NA," 00000-0",NA,"-32231",NA,0,NA,999,6,2,NA,39354,NA,20.5938,NA,290.5474,NA,7174757,NA,315.5892,NA,309.2618,NA,2.219082,5927,5,"CZ-3C DEB",18457.14,"0"
"5068",14712,1,NA,40835,"U",NA,10,57,"BC ",NA,19,91.90927,NA,-2.04e-06,NA,"0",NA,"-77015",NA,0,NA,999,3,2,NA,40835,NA,20.3345,NA,303.6752,NA,7187803,NA,296.8214,NA,8.4888,NA,2.202088,3269,5,"CZ-3C DEB",18584.71,"0"
"5069",13755,1,NA,39351,"U",NA,10,57,"R  ",NA,19,94.50631,NA,-3.48e-06,NA," 00000-0",NA,"-55539",NA,0,NA,999,2,2,NA,39351,NA,20.873,NA,297.6299,NA,7089156,NA,295.1308,NA,9.8956,NA,2.263708,6315,4,"CZ-3C DEB",18129.75,"0"
"5070",13756,1,NA,39352,"U",NA,10,57,"S  ",NA,19,88.51831,NA,-2.21e-06,NA,"0",NA,"73425",NA,0,NA,999,2,2,NA,39352,NA,21.0509,NA,326.4214,NA,7199824,NA,240.871,NA,17.7266,NA,2.179716,5989,4,"CZ-3C DEB",18755.18,"0"
"5071",14268,1,NA,40170,"U",NA,10,57,"Y  ",NA,19,92.30352,NA,-5.52e-06,NA,"0",NA,"-95950",NA,0,NA,999,0,2,NA,40170,NA,20.6422,NA,295.3869,NA,7138547,NA,303.8208,NA,319.1149,NA,2.235784,6149,4,"CZ-3C DEB",18333.33,"0"
"5072",14296,1,NA,40203,"U",NA,12,8,"N  ",NA,19,93.19592,NA,6e-08,NA,"0",NA,"-94331",NA,0,NA,999,4,2,NA,40203,NA,20.5665,NA,122.9607,NA,7150341,NA,159.8686,NA,257.117,NA,2.33583,4574,4,"CZ-3C DEB",17622.79,"0"
"5073",14706,1,NA,40818,"U",NA,10,57,"AK ",NA,19,92.87807,NA,-1.87e-06,NA," 00000-0",NA,"-10331",NA,0,NA,999,8,2,NA,40818,NA,20.5516,NA,292.8276,NA,7109631,NA,310.9222,NA,6.3244,NA,2.256886,3351,4,"CZ-3C DEB",18179.09,"0"
"5074",16009,1,NA,42481,"U",NA,12,8,"AR ",NA,19,91.93297,NA,-3.5e-07,NA,"0",NA,"0",NA,0,NA,999,7,2,NA,42481,NA,22.9261,NA,321.3124,NA,6924960,NA,135.0434,NA,307.8624,NA,2.245545,3003,4,"CZ-3C DEB",18261.69,"0"
"5075",13874,1,NA,39600,"U",NA,10,57,"X  ",NA,19,93.48528,NA,2.5e-07,NA," 00000-0",NA,"-29848",NA,0,NA,999,4,2,NA,39600,NA,19.4931,NA,227.2118,NA,7247308,NA,76.822,NA,348.7974,NA,2.245149,4403,3,"CZ-3C DEB",18264.58,"0"
"5076",16000,1,NA,42466,"U",NA,10,57,"BF ",NA,19,89.81901,NA,-2.3e-06,NA,"0",NA,"-24492",NA,0,NA,999,3,2,NA,42466,NA,20.7154,NA,316.3409,NA,7199301,NA,265.8292,NA,16.6345,NA,2.18728,2984,3,"CZ-3C DEB",18697.21,"0"
"5077",13748,1,NA,39344,"U",NA,10,57,"J  ",NA,19,93.46429,NA,2.63e-05,NA," 00000-0",NA," 27603-2",NA,0,NA,999,2,2,NA,39344,NA,20.4991,NA,94.5723,NA,7041743,NA,303.3163,NA,7.9663,NA,2.543937,6764,2,"CZ-3C DEB",16295.73,"0"
"5078",13751,1,NA,39347,"U",NA,10,57,"M  ",NA,19,93.42599,NA,7.4e-05,NA," 00000-0",NA," 54483-2",NA,0,NA,999,4,2,NA,39347,NA,20.2874,NA,87.9885,NA,7036415,NA,322.6546,NA,4.769,NA,2.559126,6838,2,"CZ-3C DEB",16205.95,"0"
"5079",13753,1,NA,39349,"U",NA,10,57,"P  ",NA,19,92.75358,NA,-1.13e-06,NA,"0",NA,"-10880",NA,0,NA,999,7,2,NA,39349,NA,20.0381,NA,237.5868,NA,7167504,NA,48.4058,NA,305.1123,NA,2.287464,3737,2,"CZ-3C DEB",17959.83,"0"
"5080",14272,1,NA,40177,"U",NA,10,57,"AF ",NA,19,89.37458,NA,-3.22e-06,NA,"0",NA,"-24917",NA,0,NA,999,4,2,NA,40177,NA,17.3818,NA,288.8701,NA,7235759,NA,18.0655,NA,358.0853,NA,2.196166,4830,2,"CZ-3C DEB",18629.55,"0"
"5081",14289,1,NA,40196,"U",NA,12,8,"F  ",NA,19,94.39677,NA,-1.31e-06,NA," 00000-0",NA,"-80064",NA,0,NA,999,8,2,NA,40196,NA,21.4727,NA,132.3479,NA,7092399,NA,121.3159,NA,326.2509,NA,2.371278,5650,2,"CZ-3C DEB",17383.07,"0"
"5082",14291,1,NA,40198,"U",NA,12,8,"H  ",NA,19,93.81788,NA,-2.63e-06,NA," 00000-0",NA,"-96051",NA,0,NA,999,7,2,NA,40198,NA,18.8899,NA,212.9065,NA,7270627,NA,26.2853,NA,356.8702,NA,2.163882,4239,2,"CZ-3C DEB",18877.6,"0"
"5083",14292,1,NA,40199,"U",NA,12,8,"J  ",NA,19,91.86698,NA,-9.9e-07,NA,"0",NA,"-40415",NA,0,NA,999,0,2,NA,40199,NA,18.3569,NA,302.5466,NA,7212504,NA,239.8126,NA,30.9164,NA,2.088265,4690,2,"CZ-3C DEB",19483.49,"0"
"5084",14294,1,NA,40201,"U",NA,12,8,"L  ",NA,19,94.39304,NA,-2.2e-06,NA," 00000-0",NA,"-28417",NA,0,NA,999,3,2,NA,40201,NA,20.9865,NA,241.5078,NA,7070155,NA,299.5569,NA,8.5806,NA,2.245899,94293,2,"CZ-3C DEB",18259.1,"0"
"5085",14298,1,NA,40206,"U",NA,12,8,"R  ",NA,19,90.40993,NA,-3.2e-07,NA,"0",NA,"-27592",NA,0,NA,999,0,2,NA,40206,NA,17.3862,NA,212.1641,NA,7247472,NA,49.4642,NA,353.8206,NA,2.180384,4699,2,"CZ-3C DEB",18750.04,"0"
"5086",14710,1,NA,40832,"U",NA,10,57,"AZ ",NA,19,89.85819,NA,1.3e-07,NA,"0",NA,"-10049",NA,0,NA,999,9,2,NA,40832,NA,20.1019,NA,257.5483,NA,7180198,NA,17.2093,NA,357.9779,NA,2.257603,3359,2,"CZ-3C DEB",18173.9,"0"
"5087",14711,1,NA,40834,"U",NA,10,57,"BB ",NA,19,89.16796,NA,-1.69e-06,NA,"0",NA,"23008",NA,0,NA,999,5,2,NA,40834,NA,20.4812,NA,317.0461,NA,7180546,NA,270.0145,NA,15.323,NA,2.196165,3257,2,"CZ-3C DEB",18629.56,"0"
"5088",14728,1,NA,40855,"U",NA,12,8,"V  ",NA,19,87.36724,NA,-3.31e-06,NA,"0",NA,"-28543",NA,0,NA,999,3,2,NA,40855,NA,22.141,NA,192.6203,NA,7046965,NA,4.2374,NA,359.4076,NA,2.318439,3712,2,"CZ-3C DEB",17742.63,"0"
"5089",16007,1,NA,42477,"U",NA,12,8,"AM ",NA,19,93.01327,NA,1.69e-06,NA," 00000-0",NA," 77192-3",NA,0,NA,999,4,2,NA,42477,NA,20.1154,NA,80.5991,NA,7077084,NA,254.8933,NA,22.9715,NA,2.457937,3917,2,"CZ-3C DEB",16821.41,"0"
"5090",13743,1,NA,39338,"U",NA,10,57,"C  ",NA,19,92.44405,NA,-3.8e-07,NA,"0",NA,"-46023",NA,0,NA,999,7,2,NA,39338,NA,19.5564,NA,247.7811,NA,7206601,NA,42.0695,NA,49.0741,NA,2.251232,4501,1,"CZ-3C DEB",18220.19,"0"
"5091",13749,1,NA,39345,"U",NA,10,57,"K  ",NA,19,93.31738,NA,7.11e-05,NA," 00000-0",NA," 44431-2",NA,0,NA,999,6,2,NA,39345,NA,20.2583,NA,93.3619,NA,7066888,NA,311.6978,NA,6.389,NA,2.527167,6689,1,"CZ-3C DEB",16395.89,"0"
"5092",13752,1,NA,39348,"U",NA,10,57,"N  ",NA,19,93.43719,NA,3.8e-07,NA,"0",NA,"-18731",NA,0,NA,999,9,2,NA,39348,NA,19.8385,NA,224.2939,NA,7243992,NA,74.1184,NA,349.3912,NA,2.252327,4499,1,"CZ-3C DEB",18212.21,"0"
"5093",14270,1,NA,40174,"U",NA,10,57,"AC ",NA,19,92.42875,NA,-1.79e-06,NA,"0",NA,"-15980",NA,0,NA,999,4,2,NA,40174,NA,19.6073,NA,211.5437,NA,7109151,NA,104.6631,NA,342.9571,NA,2.33858,6405,1,"CZ-3C DEB",17603.97,"0"
"5094",14727,1,NA,40854,"U",NA,12,8,"U  ",NA,19,93.40216,NA,-2.86e-06,NA," 00000-0",NA,"-27585",NA,0,NA,999,6,2,NA,40854,NA,20.3108,NA,158.7769,NA,7102403,NA,92.8895,NA,342.7891,NA,2.336313,3865,1,"CZ-3C DEB",17619.48,"0"
"5095",14731,1,NA,40859,"U",NA,12,8,"Z  ",NA,19,87.60924,NA,-3.32e-06,NA,"0",NA,"-85754",NA,0,NA,999,6,2,NA,40859,NA,21.7366,NA,213.6613,NA,7204985,NA,335.7489,NA,2.7086,NA,2.205378,3472,1,"CZ-3C DEB",18559.88,"0"
"5096",16003,1,NA,42470,"U",NA,10,57,"BK ",NA,19,92.24578,NA,2.45e-05,NA,"0",NA,"42131",NA,0,NA,999,5,2,NA,42470,NA,21.3158,NA,57.88,NA,6949642,NA,352.7385,NA,0.7839,NA,2.634965,6926,1,"CZ-3C DEB",15770.64,"0"
"5097",13745,1,NA,39340,"U",NA,10,57,"E  ",NA,19,92.51632,NA,-2.3e-06,NA,"0",NA,"-11100",NA,0,NA,999,4,2,NA,39340,NA,19.1051,NA,234.212,NA,7207739,NA,73.1322,NA,349.4445,NA,2.268154,6229,0,"CZ-3C DEB",18097.72,"0"
"5098",14287,1,NA,40194,"U",NA,12,8,"D  ",NA,19,91.7281,NA,-1.9e-07,NA,"0",NA,"0",NA,0,NA,999,2,2,NA,40194,NA,19.6591,NA,191.7346,NA,6444891,NA,119.0118,NA,319.3048,NA,2.1305,4730,0,"CZ-3C DEB",19140.65,"0"
"5099",14290,1,NA,40197,"U",NA,12,8,"G  ",NA,19,86.32422,NA,-1.41e-06,NA,"0",NA,"0",NA,0,NA,999,9,2,NA,40197,NA,20.9031,NA,330.5563,NA,6979596,NA,153.124,NA,273.3413,NA,2.198013,5027,0,"CZ-3C DEB",18615.54,"0"
"5100",14293,1,NA,40200,"U",NA,12,8,"K  ",NA,19,93.96596,NA,-3.2e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,4,2,NA,40200,NA,21.2373,NA,330.6835,NA,6989156,NA,147.4609,NA,286.8887,NA,2.191977,94325,0,"CZ-3C DEB",18661.39,"0"
"5101",14734,1,NA,40863,"U",NA,12,8,"AD ",NA,19,89.7688,NA,1.78e-06,NA,"0",NA,"30942",NA,0,NA,999,7,2,NA,40863,NA,21.0098,NA,299.8743,NA,7035415,NA,201.123,NA,101.6588,NA,2.207778,3395,0,"CZ-3C DEB",18541.81,"0"
"5102",16008,1,NA,42480,"U",NA,12,8,"AQ ",NA,19,86.87205,NA,-9.9e-07,NA,"0",NA,"56095",NA,0,NA,999,1,2,NA,42480,NA,21.2015,NA,291.3901,NA,7014539,NA,211.7229,NA,74.2484,NA,2.234694,3518,0,"CZ-3C DEB",18341.36,"0"
"5103",12966,1,NA,38095,"U",NA,12,8,"C  ",NA,19,93.36521,NA,8.46e-05,NA," 00000-0",NA," 14864-2",NA,0,NA,999,6,2,NA,38095,NA,21.0576,NA,325.7098,NA,6968489,NA,81.5592,NA,345.5012,NA,2.69266,6536,9,"CZ-3C DEB (VEB)",15453.22,"0"
"5104",15494,1,NA,41870,"U",NA,16,72,"B  ",NA,19,94.38243,NA,0.00301215,NA," 65658-6",NA," 12810-2",NA,0,NA,999,5,2,NA,41870,NA,16.9626,NA,166.5555,NA,5806575,NA,359.9493,NA,0.0781,NA,4.468188,2541,9,"CZ-3C R/B",9199.601,"0"
"5105",17172,1,NA,43875,"U",NA,18,110,"B  ",NA,19,93.33592,NA,7.97e-05,NA," 00000-0",NA," 11405-2",NA,0,NA,999,6,2,NA,43875,NA,28.2384,NA,306.0059,NA,7258487,NA,241.1581,NA,29.3302,NA,2.326005,231,8,"CZ-3C R/B",17690.31,"0"
"5106",11123,1,NA,34780,"U",NA,9,18,"B  ",NA,19,94.12344,NA,2.27e-05,NA," 00000-0",NA," 11442-2",NA,0,NA,999,9,2,NA,34780,NA,20.7592,NA,52.2126,NA,7149287,NA,309.2344,NA,6.6602,NA,2.432855,8587,5,"CZ-3C R/B",16980.54,"0"
"5107",15116,1,NA,41325,"U",NA,16,6,"C  ",NA,19,94.24497,NA,0.00476938,NA," 17215-6",NA," 20483-3",NA,0,NA,999,6,2,NA,41325,NA,54.9254,NA,143.1094,NA,4432811,NA,241.5706,NA,67.1014,NA,6.867811,5753,5,"CZ-3C R/B",5319.886,"0"
"5108",13506,1,NA,38954,"U",NA,12,59,"B  ",NA,19,93.10259,NA,0.00020946,NA," 00000-0",NA," 12817-2",NA,0,NA,999,8,2,NA,38954,NA,20.1447,NA,108.1194,NA,6561383,NA,259.4951,NA,25.7694,NA,3.274423,6752,2,"CZ-3C R/B",12784.93,"0"
"5109",11994,1,NA,36288,"U",NA,10,1,"B  ",NA,19,94.10204,NA,6.62e-06,NA," 00000-0",NA," 37696-3",NA,0,NA,999,5,2,NA,36288,NA,20.2879,NA,36.4997,NA,7117062,NA,192.6456,NA,129.3573,NA,2.481085,8087,0,"CZ-3C R/B",16676.93,"0"
"5110",12154,1,NA,36591,"U",NA,10,24,"B  ",NA,19,94.515,NA,0.00383134,NA," 54663-6",NA," 92516-3",NA,0,NA,999,9,2,NA,36591,NA,20.7172,NA,297.6855,NA,5169345,NA,92.5653,NA,324.8479,NA,5.527548,11848,0,"CZ-3C R/B",7140.533,"0"
"5111",4887,1,NA,20798,"U",NA,90,81,"H  ",NA,19,93.95599,NA,1.59e-06,NA,"0",NA,"10055",NA,0,NA,999,3,2,NA,20798,NA,98.6047,NA,105.9912,NA,7709,NA,321.2378,NA,38.8243,NA,14.16869,47163,9,"CZ-4 DEB",842.9509,"0"
"5112",4902,1,NA,20847,"U",NA,90,81,"K  ",NA,19,94.79225,NA,1.71e-05,NA," 00000-0",NA," 21701-3",NA,0,NA,999,7,2,NA,20847,NA,98.5175,NA,30.1956,NA,17061,NA,120.4684,NA,239.8215,NA,14.8301,50304,9,"CZ-4 DEB",626.8326,"0"
"5113",4913,1,NA,20865,"U",NA,90,81,"AD ",NA,19,94.61128,NA,7.61e-06,NA," 00000-0",NA," 20972-3",NA,0,NA,999,1,2,NA,20865,NA,98.1355,NA,110.5294,NA,30788,NA,262.1471,NA,211.7134,NA,14.49294,49081,9,"CZ-4 DEB",734.9484,"0"
"5114",4917,1,NA,20870,"U",NA,90,81,"AJ ",NA,19,94.87489,NA,9e-08,NA," 00000-0",NA," 29485-4",NA,0,NA,999,8,2,NA,20870,NA,98.7026,NA,105.3931,NA,33251,NA,237.8225,NA,241.6505,NA,14.0959,46225,9,"CZ-4 DEB",867.7648,"0"
"5115",4920,1,NA,20876,"U",NA,90,81,"AL ",NA,19,94.04947,NA,3.2e-06,NA," 00000-0",NA," 14359-3",NA,0,NA,999,6,2,NA,20876,NA,98.5323,NA,121.1167,NA,18512,NA,33.3774,NA,19.7203,NA,14.28908,48080,9,"CZ-4 DEB",802.3747,"0"
"5116",4928,1,NA,20886,"U",NA,90,81,"AW ",NA,19,94.50575,NA,1.12e-06,NA," 00000-0",NA," 18284-3",NA,0,NA,999,6,2,NA,20886,NA,99.0075,NA,64.4046,NA,247779,NA,15.171,NA,104.5829,NA,13.54197,40642,9,"CZ-4 DEB",1063.842,"0"
"5117",4934,1,NA,20892,"U",NA,90,81,"BC ",NA,19,94.3759,NA,2.38e-06,NA," 00000-0",NA," 24716-3",NA,0,NA,999,0,2,NA,20892,NA,99.0944,NA,14.1267,NA,165487,NA,168.2502,NA,313.1159,NA,13.79046,42784,9,"CZ-4 DEB",974.2613,"0"
"5118",4943,1,NA,20904,"U",NA,90,81,"BQ ",NA,19,94.59491,NA,5.12e-06,NA," 00000-0",NA," 18776-3",NA,0,NA,999,1,2,NA,20904,NA,98.3734,NA,108.7873,NA,23785,NA,129.885,NA,342.5965,NA,14.36618,47916,9,"CZ-4 DEB",776.6866,"0"
"5119",4961,1,NA,20973,"U",NA,90,81,"CF ",NA,19,94.78768,NA,4.74e-06,NA," 00000-0",NA," 13895-3",NA,0,NA,999,9,2,NA,20973,NA,98.4677,NA,133.7363,NA,47294,NA,352.7941,NA,69.6408,NA,14.4774,48872,9,"CZ-4 DEB",740.0331,"0"
"5120",6865,1,NA,26236,"U",NA,99,57,"EA ",NA,19,94.45152,NA,3.5e-07,NA," 00000-0",NA," 26192-4",NA,0,NA,999,7,2,NA,26236,NA,98.6714,NA,54.3888,NA,92930,NA,13.9353,NA,107.2654,NA,14.37256,99843,9,"CZ-4 DEB",774.5692,"0"
"5121",6879,1,NA,26273,"U",NA,99,57,"FK ",NA,19,94.81349,NA,8.4e-07,NA," 00000-0",NA," 21676-4",NA,0,NA,999,0,2,NA,26273,NA,98.6606,NA,8.6151,NA,66559,NA,310.0527,NA,120.577,NA,14.73907,2141,9,"CZ-4 DEB",655.618,"0"
"5122",6884,1,NA,26286,"U",NA,99,57,"FY ",NA,19,94.90662,NA,2.81e-06,NA," 00000-0",NA," 80533-4",NA,0,NA,999,5,2,NA,26286,NA,98.5078,NA,77.7845,NA,75242,NA,38.979,NA,17.6302,NA,14.5109,474,9,"CZ-4 DEB",729.0837,"0"
"5123",6892,1,NA,26321,"U",NA,99,57,"HE ",NA,19,94.59067,NA,1.15e-05,NA," 00000-0",NA," 16457-3",NA,0,NA,999,2,2,NA,26321,NA,98.0753,NA,106.0056,NA,49804,NA,287.8002,NA,71.7778,NA,14.77722,1147,9,"CZ-4 DEB",643.518,"0"
"5124",6932,1,NA,26423,"U",NA,99,57,"JU ",NA,19,94.62838,NA,2.12e-05,NA," 00000-0",NA," 21827-3",NA,0,NA,999,9,2,NA,26423,NA,97.8237,NA,131.7012,NA,51347,NA,138.8429,NA,221.6679,NA,14.90447,1280,9,"CZ-4 DEB",603.5356,"0"
"5125",6939,1,NA,26444,"U",NA,99,57,"KR ",NA,19,93.54745,NA,1.48e-06,NA,"0",NA,"42006",NA,0,NA,999,4,2,NA,26444,NA,98.5279,NA,37.7595,NA,78914,NA,274.1653,NA,146.3674,NA,14.58338,470,9,"CZ-4 DEB",705.5395,"0"
"5126",7038,1,NA,26654,"U",NA,99,57,"LL ",NA,19,94.20663,NA,6.02e-06,NA," 00000-0",NA," 19262-3",NA,0,NA,999,7,2,NA,26654,NA,98.7939,NA,88.1622,NA,134774,NA,39.574,NA,321.5192,NA,14.38389,97043,9,"CZ-4 DEB",770.8169,"0"
"5127",7567,1,NA,28069,"U",NA,99,57,"MZ ",NA,19,94.38522,NA,1.74e-06,NA," 00000-0",NA," 59468-4",NA,0,NA,999,2,2,NA,28069,NA,98.5793,NA,72.3489,NA,79079,NA,151.0621,NA,209.4989,NA,14.4642,87364,9,"CZ-4 DEB",744.3576,"0"
"5128",11428,1,NA,35326,"U",NA,99,57,"SE ",NA,19,93.25897,NA,5.88e-06,NA,"0",NA,"34233",NA,0,NA,999,0,2,NA,35326,NA,98.3996,NA,109.2614,NA,228792,NA,142.3329,NA,219.4108,NA,13.99516,28555,9,"CZ-4 DEB",902.462,"0"
"5129",11431,1,NA,35330,"U",NA,99,57,"SJ ",NA,19,94.35099,NA,6.3e-07,NA," 00000-0",NA," 34081-4",NA,0,NA,999,9,2,NA,35330,NA,98.6268,NA,58.5701,NA,84513,NA,302.4912,NA,56.8127,NA,14.39661,84336,9,"CZ-4 DEB",766.6117,"0"
"5130",11462,1,NA,35375,"U",NA,6,46,"H  ",NA,19,93.04354,NA,-4.04e-06,NA,"0",NA,"-26996",NA,0,NA,999,5,2,NA,35375,NA,97.8607,NA,111.969,NA,38644,NA,258.7322,NA,159.6734,NA,14.99773,67590,9,"CZ-4 DEB",574.5928,"0"
"5131",11463,1,NA,35376,"U",NA,6,46,"J  ",NA,19,94.36148,NA,5.54e-06,NA," 00000-0",NA," 11367-3",NA,0,NA,999,7,2,NA,35376,NA,97.7222,NA,140.4807,NA,195880,NA,216.5754,NA,205.3976,NA,14.53058,65494,9,"CZ-4 DEB",722.6717,"0"
"5132",12660,1,NA,37612,"U",NA,90,81,"CY ",NA,19,94.30059,NA,3.76e-06,NA," 00000-0",NA," 13042-3",NA,0,NA,999,7,2,NA,37612,NA,98.5242,NA,127.3594,NA,36418,NA,200.8449,NA,220.3293,NA,14.40762,83792,9,"CZ-4 DEB",762.9745,"0"
"5133",13549,1,NA,39052,"U",NA,99,57,"SZ ",NA,19,94.00226,NA,3.2e-07,NA," 00000-0",NA," 10880-4",NA,0,NA,999,4,2,NA,39052,NA,98.6901,NA,179.7913,NA,64780,NA,236.0217,NA,123.4831,NA,14.88205,35264,9,"CZ-4 DEB",610.5372,"0"
"5134",4884,1,NA,20792,"U",NA,90,81,"E  ",NA,19,93.89747,NA,1.37e-06,NA," 00000-0",NA," 92116-4",NA,0,NA,999,4,2,NA,20792,NA,98.6421,NA,110.7041,NA,17857,NA,23.7894,NA,336.4102,NA,14.15388,47106,8,"CZ-4 DEB",847.9838,"0"
