"","X.15","LineNumber1","X","SatelliteNumber1","Classification","X.1","ID1","ID2","ID3","X.2","EpochYear","EpochDay","X.3","FirstTimeDerivative","X.4","SecondTimeDerivative","X.5","BSTAR","X.6","Ephemeris","X.7","ElementSetNumber","Checksum1","LineNumber2","X.8","SatelliteNumber2","X.9","Inclination","X.10","RightAscension","X.11","Eccentricity","X.12","Perigee","X.13","MeanAnomaly","X.14","MeanMotion","Revolution","Checksum2","satname","altitude","mark"
"1",16818,1,NA,43467,"U",NA,98,67,"NQ ",NA,19,94.10909,NA,0.00013238,NA," 00000-0",NA," 16054-3",NA,0,NA,999,0,2,NA,43467,NA,51.6392,NA,359.5366,NA,3323,NA,134.4599,NA,225.6667,NA,15.60976,5106,4,"1KUNS-PF",391.8347,"0"
"2",15406,1,NA,41732,"U",NA,16,51,"B  ",NA,19,94.74339,NA,1.02e-05,NA," 00000-0",NA," 41441-4",NA,0,NA,999,8,2,NA,41732,NA,97.3752,NA,12.817,NA,14732,NA,110.8273,NA,301.4643,NA,15.26699,14665,0,"3CAT-2",492.6849,"0"
"3",357,1,NA,1778,"U",NA,65,96,"A  ",NA,19,94.06930477,NA,5.3e-07,NA," 00000-0",NA," 20044-4",NA,0,NA,999,0,2,NA,1778,NA,34.2568,NA,327.0072,NA,751080,NA,24.451,NA,338.9935,NA,13.46894816,60922,0,"A-1 (ASTERIX)",1090.689922,"0"
"4",16238,1,NA,42775,"U",NA,17,36,"L  ",NA,19,94.67724,NA,8.56e-06,NA," 00000-0",NA," 41340-4",NA,0,NA,999,1,2,NA,42775,NA,97.3586,NA,153.1809,NA,15587,NA,120.4325,NA,239.8453,NA,15.21201,9880,6,"AALTO 1",509.2123,"0"
"5",9286,1,NA,31136,"U",NA,7,13,"B  ",NA,19,93.43074,NA,5.37e-05,NA," 00000-0",NA," 79468-4",NA,0,NA,999,5,2,NA,31136,NA,2.5049,NA,194.718,NA,5054,NA,211.5097,NA,148.4656,NA,15.4607,66598,1,"AAM/PSLV",435.2327,"0"
"6",7500,1,NA,27846,"U",NA,3,31,"G  ",NA,19,93.95759,NA,2.9e-07,NA,"0",NA,"32779",NA,0,NA,999,6,2,NA,27846,NA,98.6843,NA,101.8039,NA,8546,NA,218.4653,NA,141.5917,NA,14.22209,81752,4,"AAU CUBESAT",824.8809,"0"
"7",15227,1,NA,41460,"U",NA,16,25,"E  ",NA,19,94.82461,NA,2.16e-05,NA," 00000-0",NA," 11286-3",NA,0,NA,999,6,2,NA,41460,NA,98.1003,NA,178.6469,NA,157827,NA,242.9171,NA,115.5879,NA,15.06961,16139,0,"AAUSAT 4",552.4893,"0"
"8",10273,1,NA,32788,"U",NA,8,21,"F  ",NA,19,94.00146,NA,7.92e-06,NA," 00000-0",NA," 77993-4",NA,0,NA,999,6,2,NA,32788,NA,97.5021,NA,113.0644,NA,13562,NA,94.1331,NA,266.144,NA,14.94646,59361,8,"AAUSAT CUBESAT 2",590.4677,"0"
"9",13572,1,NA,39087,"U",NA,13,9,"B  ",NA,19,94.77282,NA,7.3e-07,NA," 00000-0",NA," 40334-4",NA,0,NA,999,9,2,NA,39087,NA,98.4955,NA,302.2966,NA,12994,NA,145.9536,NA,214.2489,NA,14.35707,31972,3,"AAUSAT3",779.7085,"0"
"10",6112,1,NA,23768,"U",NA,96,3,"A  ",NA,19,93.65945,NA,-4.6e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,2,2,NA,23768,NA,9.1159,NA,42.4832,NA,4952,NA,331.1412,NA,236.0289,NA,0.9980244,8494,6,"ABS 1A (KOREASAT 2)",35924.96,"0"
"11",13833,1,NA,39508,"U",NA,14,6,"A  ",NA,19,94.73981,NA,-9.3e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,3,2,NA,39508,NA,0.0414,NA,59.5198,NA,2944,NA,326.9662,NA,147.5094,NA,1.002724,1894,6,"ABS 2",35792.69,"0"
"12",15309,1,NA,41588,"U",NA,16,38,"A  ",NA,19,94.45256,NA,-9.1e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,1,2,NA,41588,NA,0.0247,NA,194.4217,NA,1980,NA,109.7553,NA,125.9271,NA,1.002709,1032,9,"ABS 2A",35793.13,"0"
"13",6301,1,NA,24901,"U",NA,97,42,"A  ",NA,19,94.65624,NA,-6.5e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,8,2,NA,24901,NA,6.0841,NA,59.8715,NA,5383,NA,258.4561,NA,126.7242,NA,0.9926214,7910,8,"ABS 3 (AGILA 2)",36078.3,"0"
"14",14447,1,NA,40424,"U",NA,15,10,"A  ",NA,19,94.79607,NA,-3.3e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,0,2,NA,40424,NA,0.0104,NA,138.2053,NA,1863,NA,170.1876,NA,168.0186,NA,1.002723,1503,2,"ABS 3A",35792.73,"0"
"15",6678,1,NA,25924,"U",NA,99,53,"A  ",NA,19,94.82835,NA,-1.26e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,5,2,NA,25924,NA,0.0353,NA,79.3008,NA,2289,NA,284.9184,NA,285.8591,NA,1.002703,7149,3,"ABS 6 (LMI 1)",35793.29,"0"
"16",6666,1,NA,25894,"U",NA,99,46,"A  ",NA,19,94.07202,NA,-3.7e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,2,2,NA,25894,NA,0.0817,NA,97.0622,NA,2216,NA,279.0471,NA,318.0213,NA,1.002751,7075,4,"ABS 7 (KOREASAT 3)",35791.95,"0"
"17",6751,1,NA,26033,"U",NA,99,70,"B  ",NA,19,94.86317,NA,2.4e-07,NA," 00000-0",NA," 14006-4",NA,0,NA,999,7,2,NA,26033,NA,98.023,NA,224.2122,NA,29241,NA,78.9304,NA,281.5184,NA,14.62274,2822,0,"ACRIMSAT",692.8328,"0"
"18",5759,1,NA,22796,"U",NA,93,58,"B  ",NA,19,94.36668,NA,-1.06e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,5,2,NA,22796,NA,14.4207,NA,17.0376,NA,36989,NA,11.711,NA,189.7412,NA,1.002734,10051,0,"ACTS",35792.43,"0"
"19",6183,1,NA,24277,"U",NA,96,46,"A  ",NA,19,93.90188,NA,-2.8e-07,NA," 00000-0",NA," 67665-5",NA,0,NA,999,9,2,NA,24277,NA,98.8151,NA,57.7236,NA,986,NA,153.4875,NA,206.6357,NA,14.29433,17989,3,"ADEOS",800.6187,"0"
"20",7356,1,NA,27597,"U",NA,2,56,"A  ",NA,19,94.47103,NA,1.2e-07,NA," 00000-0",NA," 22311-4",NA,0,NA,999,5,2,NA,27597,NA,98.4644,NA,49.5948,NA,1169,NA,133.2498,NA,226.8781,NA,14.27391,84904,4,"ADEOS 2",807.4547,"0"
"21",12267,1,NA,36868,"U",NA,10,39,"A  ",NA,19,94.79747,NA,2.3e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,6,2,NA,36868,NA,1.7263,NA,107.6713,NA,3699,NA,267.2742,NA,108.9753,NA,1.002753,3206,0,"AEHF 1 (USA 214)",35791.89,"0"
"22",13073,1,NA,38254,"U",NA,12,19,"A  ",NA,19,94.496,NA,-2.8e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,0,2,NA,38254,NA,1.5396,NA,24.4997,NA,4531,NA,359.5861,NA,279.4668,NA,1.002704,2529,7,"AEHF 2 (USA 235)",35793.27,"0"
"23",13689,1,NA,39256,"U",NA,13,50,"A  ",NA,19,94.86867,NA,-1.91e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,3,2,NA,39256,NA,1.287,NA,311.5867,NA,7122,NA,51.8873,NA,294.3532,NA,1.002719,2031,5,"AEHF 3 (USA 246)",35792.85,"0"
"24",16967,1,NA,43651,"U",NA,18,79,"A  ",NA,19,94.0662,NA,-1.75e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,3,2,NA,43651,NA,4.7455,NA,311.9754,NA,4013,NA,52.413,NA,117.4074,NA,1.002732,190,8,"AEHF 4 (USA 288)",35792.47,"0"
"25",16919,1,NA,43600,"U",NA,18,66,"A  ",NA,19,94.55688,NA,-1.39e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,4,2,NA,43600,NA,96.7224,NA,102.4867,NA,7281,NA,135.9646,NA,224.1748,NA,15.86998,3561,9,"AEOLUS",317.7059,"0"
"26",17160,1,NA,43861,"U",NA,18,104,"N  ",NA,19,94.10421,NA,4.1e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,1,2,NA,43861,NA,85.0402,NA,106.604,NA,14630,NA,244.3505,NA,115.6475,NA,15.21304,1653,9,"AEROCUBE 11-EAGLESCOUT",508.9023,"0"
"27",17148,1,NA,43849,"U",NA,18,104,"A  ",NA,19,94.09424,NA,8.26e-06,NA," 00000-0",NA," 34886-4",NA,0,NA,999,0,2,NA,43849,NA,85.0332,NA,106.4712,NA,15350,NA,246.54,NA,113.4239,NA,15.21453,1655,5,"AEROCUBE 11-R3",508.4528,"0"
"28",16881,1,NA,43556,"U",NA,18,46,"C  ",NA,19,94.20664,NA,9.91e-06,NA," 00000-0",NA," 47978-4",NA,0,NA,999,3,2,NA,43556,NA,51.6431,NA,58.6803,NA,8528,NA,156.0684,NA,204.0694,NA,15.28456,4001,3,"AEROCUBE 12A",487.4252,"0"
"29",16882,1,NA,43557,"U",NA,18,46,"D  ",NA,19,94.14911,NA,7.79e-06,NA," 00000-0",NA," 40519-4",NA,0,NA,999,2,2,NA,43557,NA,51.6436,NA,59.0435,NA,8534,NA,156.0261,NA,204.1118,NA,15.28361,3995,0,"AEROCUBE 12B",487.709,"0"
"30",9284,1,NA,31133,"U",NA,7,12,"R  ",NA,19,94.28727,NA,8.1e-07,NA," 00000-0",NA," 26752-4",NA,0,NA,999,4,2,NA,31133,NA,98.1166,NA,41.9401,NA,79329,NA,249.1555,NA,110.1137,NA,14.59085,63610,4,"AEROCUBE 2",703.1215,"0"
"31",14193,1,NA,40045,"U",NA,14,33,"AM ",NA,19,93.87727,NA,2.4e-06,NA,"0",NA,"41922",NA,0,NA,999,4,2,NA,40045,NA,97.7904,NA,328.3385,NA,57610,NA,336.1732,NA,23.6812,NA,14.7534,25714,0,"AEROCUBE 6A",651.0669,"0"
"32",14194,1,NA,40046,"U",NA,14,33,"AN ",NA,19,94.22057,NA,2.49e-06,NA," 00000-0",NA," 43255-4",NA,0,NA,999,4,2,NA,40046,NA,97.7847,NA,328.3548,NA,56639,NA,334.3053,NA,25.5345,NA,14.7532,25757,6,"AEROCUBE 6B",651.128,"0"
"33",16465,1,NA,43042,"U",NA,17,71,"F  ",NA,19,94.85927,NA,4.38e-05,NA," 00000-0",NA," 11543-3",NA,0,NA,999,7,2,NA,43042,NA,51.6385,NA,58.6431,NA,3832,NA,239.8372,NA,120.2234,NA,15.40637,7454,5,"AEROCUBE 7B",451.2275,"0"
"34",16466,1,NA,43043,"U",NA,17,71,"G  ",NA,19,94.47035,NA,3.8e-05,NA," 00000-0",NA," 10148-3",NA,0,NA,999,3,2,NA,43043,NA,51.6385,NA,60.5591,NA,4158,NA,243.4625,NA,116.5934,NA,15.40675,7445,0,"AEROCUBE 7C",451.1152,"0"
"35",15480,1,NA,41853,"U",NA,16,67,"F  ",NA,19,94.22471,NA,4.98e-06,NA," 00000-0",NA," 48969-4",NA,0,NA,999,2,2,NA,41853,NA,97.9142,NA,190.7131,NA,8319,NA,279.0394,NA,80.9885,NA,14.96635,13060,5,"AEROCUBE 8C",584.2986,"0"
"36",15479,1,NA,41852,"U",NA,16,67,"E  ",NA,19,94.2036,NA,5.16e-06,NA," 00000-0",NA," 50509-4",NA,0,NA,999,5,2,NA,41852,NA,97.9136,NA,190.7494,NA,8180,NA,276.0439,NA,83.985,NA,14.96664,13060,0,"AEROCUBE 8D",584.2069,"0"
"37",6110,1,NA,23765,"U",NA,96,2,"B  ",NA,19,94.21754,NA,-2.5e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,6,2,NA,23765,NA,8.5506,NA,45.6359,NA,8654,NA,286.4469,NA,274.6597,NA,0.9906506,8477,6,"AFRICASAT 1 (MEASAT 1)",36134.58,"0"
"38",6522,1,NA,25515,"U",NA,98,63,"A  ",NA,19,94.61859,NA,2.3e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,0,2,NA,25515,NA,4.6115,NA,66.4431,NA,7695,NA,302.2013,NA,128.8239,NA,0.9900421,7469,6,"AFRISTAR",36152,"0"
"39",4075,1,NA,17706,"U",NA,87,29,"A  ",NA,19,93.57765,NA,-1.47e-06,NA,"0",NA,"0",NA,0,NA,999,8,2,NA,17706,NA,15.1352,NA,10.0115,NA,8573,NA,340.5947,NA,215.5423,NA,0.9992257,1623,7,"AGILA 1 (PALAPA B2P)",35891.05,"0"
"40",9285,1,NA,31135,"U",NA,7,13,"A  ",NA,19,93.43208,NA,2.39e-05,NA," 00000-0",NA," 39748-4",NA,0,NA,999,4,2,NA,31135,NA,2.4681,NA,39.4124,NA,12021,NA,133.0394,NA,227.0668,NA,15.31454,66429,0,"AGILE",478.47,"0"
"41",9424,1,NA,31304,"U",NA,7,15,"A  ",NA,19,94.19621,NA,6.38e-06,NA," 00000-0",NA," 40211-4",NA,0,NA,999,1,2,NA,31304,NA,97.9671,NA,313.9978,NA,6536,NA,67.8318,NA,292.3604,NA,15.13008,65410,2,"AIM",534.0279,"0"
"42",14200,1,NA,40054,"U",NA,14,34,"B  ",NA,19,94.20639,NA,3.73e-06,NA," 00000-0",NA," 59540-4",NA,0,NA,999,6,2,NA,40054,NA,98.2211,NA,214.9744,NA,14256,NA,102.7805,NA,257.4998,NA,14.77716,25658,7,"AISAT",643.5368,"0"
"43",12247,1,NA,36797,"U",NA,10,35,"C  ",NA,19,94.8357,NA,1.4e-06,NA," 00000-0",NA," 22544-4",NA,0,NA,999,7,2,NA,36797,NA,98.1084,NA,228.2975,NA,11542,NA,22.2787,NA,337.8927,NA,14.86153,47282,5,"AISSAT 1",616.9646,"0"
"44",14217,1,NA,40075,"U",NA,14,37,"G  ",NA,19,94.37395,NA,1.72e-06,NA," 00000-0",NA," 28800-4",NA,0,NA,999,3,2,NA,40075,NA,98.4213,NA,248.1728,NA,6856,NA,114.7111,NA,245.4829,NA,14.82367,25628,0,"AISSAT 2",628.8579,"0"
"45",13826,1,NA,39492,"U",NA,13,78,"C  ",NA,19,94.70378,NA,1.39e-06,NA," 00000-0",NA," 12515-4",NA,0,NA,999,3,2,NA,39492,NA,82.416,NA,275.0311,NA,20735,NA,25.3089,NA,334.9125,NA,14.87802,28583,8,"AIST 1",611.8006,"0"
"46",13607,1,NA,39133,"U",NA,13,15,"D  ",NA,19,94.78555,NA,1.16e-06,NA," 00000-0",NA," 20535-4",NA,0,NA,999,7,2,NA,39133,NA,64.8759,NA,9.8032,NA,11926,NA,324.6915,NA,129.2057,NA,15.04705,32708,2,"AIST 2",559.4062,"0"
"47",15231,1,NA,41465,"U",NA,16,26,"B  ",NA,19,94.87126,NA,1.43e-05,NA," 00000-0",NA," 46326-4",NA,0,NA,999,1,2,NA,41465,NA,97.1982,NA,352.1982,NA,12823,NA,37.2531,NA,32.6327,NA,15.33546,16403,2,"AIST 2D",472.241,"0"
"48",17075,1,NA,43768,"U",NA,18,99,"L  ",NA,19,94.87925,NA,6.24e-06,NA," 00000-0",NA," 63106-4",NA,0,NA,999,5,2,NA,43768,NA,97.7493,NA,167.6207,NA,10888,NA,206.7867,NA,153.2793,NA,14.94472,1796,4,"AISTECHSAT-2",591.0062,"0"
"49",16580,1,NA,43174,"U",NA,18,12,"A  ",NA,19,94.72088,NA,-1.62e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,2,2,NA,43174,NA,0.0152,NA,252.0557,NA,1851,NA,125.0002,NA,55.0876,NA,1.002722,447,3,"AL YAH 3",35792.76,"0"
"50",16463,1,NA,43039,"U",NA,17,78,"A  ",NA,19,94.43275,NA,-1.93e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,9,2,NA,43039,NA,0.0325,NA,76.7219,NA,3085,NA,337.0174,NA,269.7104,NA,1.002729,490,6,"ALCOMSAT 1",35792.57,"0"
"51",17232,1,NA,43938,"U",NA,19,3,"G  ",NA,19,94.82021,NA,4.13e-06,NA," 00000-0",NA," 20242-4",NA,0,NA,999,4,2,NA,43938,NA,97.292,NA,154.9861,NA,25316,NA,342.8744,NA,108.5845,NA,15.23283,1168,3,"ALE-1",502.9419,"0"
"52",15621,1,NA,42016,"U",NA,17,8,"BW ",NA,19,94.79531,NA,1.59e-05,NA," 00000-0",NA," 65880-4",NA,0,NA,999,5,2,NA,42016,NA,97.4104,NA,162.6345,NA,7961,NA,78.0108,NA,282.2022,NA,15.25254,11848,2,"AL-FARABI 1",497.0206,"0"
"53",12959,1,NA,38078,"U",NA,12,6,"B  ",NA,19,94.84984,NA,0.00051724,NA," 46209-5",NA," 33191-3",NA,0,NA,999,0,2,NA,38078,NA,69.4254,NA,119.7854,NA,179818,NA,18.1265,NA,37.6164,NA,15.57364,38581,1,"ALMASAT-1",402.2875,"0"
"54",7917,1,NA,28931,"U",NA,6,2,"A  ",NA,19,94.882,NA,1.17e-06,NA," 00000-0",NA," 31580-4",NA,0,NA,999,0,2,NA,28931,NA,97.8212,NA,98.0697,NA,2381,NA,63.6471,NA,296.4981,NA,14.62593,70344,0,"ALOS",691.8056,"0"
"55",13985,1,NA,39766,"U",NA,14,29,"A  ",NA,19,94.76234,NA,1.04e-06,NA," 00000-0",NA," 20750-4",NA,0,NA,999,5,2,NA,39766,NA,97.9187,NA,192.667,NA,1574,NA,82.8762,NA,277.2631,NA,14.79472,26268,3,"ALOS 2",637.9863,"0"
"56",11489,1,NA,35418,"U",NA,6,2,"Z  ",NA,19,94.54491,NA,2.33e-06,NA," 00000-0",NA," 50185-4",NA,0,NA,999,8,2,NA,35418,NA,97.8779,NA,75.3695,NA,1624,NA,89.2734,NA,27.6683,NA,14.66623,64708,6,"ALOS DEB",678.8615,"0"
"57",12143,1,NA,36571,"U",NA,6,2,"AA ",NA,19,94.60071,NA,2.51e-06,NA," 00000-0",NA," 53894-4",NA,0,NA,999,8,2,NA,36571,NA,97.7992,NA,109.2275,NA,1492,NA,90.4751,NA,269.6624,NA,14.66122,47705,3,"ALOS DEB",680.4698,"0"
"58",132,1,NA,424,"U",NA,62,49,"A  ",NA,19,94.22253345,NA,4.8e-07,NA," 00000-0",NA," 45467-4",NA,0,NA,999,2,2,NA,424,NA,80.4688,NA,338.5122,NA,22667,NA,181.7241,NA,297.5278,NA,13.69123874,82124,8,"ALOUETTE 1 (S-27)",1009.704583,"0"
"59",358,1,NA,1804,"U",NA,65,98,"A  ",NA,19,94.34443496,NA,1.23e-06,NA," 00000-0",NA," 34770-4",NA,0,NA,999,2,2,NA,1804,NA,79.8046,NA,347.3112,NA,1343600,NA,149.5772,NA,219.0764,NA,12.2536642,35638,7,"ALOUETTE 2",1576.227924,"0"
"60",13660,1,NA,39215,"U",NA,13,38,"A  ",NA,19,94.72978,NA,1.31e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,5,2,NA,39215,NA,2.1749,NA,23.5819,NA,1737,NA,353.5228,NA,103.1921,NA,1.002713,2089,5,"ALPHASAT (I-4A F4)",35793,"0"
"61",7334,1,NA,27559,"U",NA,2,54,"A  ",NA,19,94.40724,NA,5.4e-07,NA," 00000-0",NA," 16391-4",NA,0,NA,999,3,2,NA,27559,NA,97.9305,NA,240.4182,NA,23217,NA,52.7524,NA,307.5796,NA,14.72307,87570,1,"ALSAT 1",660.7052,"0"
"62",15432,1,NA,41785,"U",NA,16,59,"C  ",NA,19,94.81135,NA,-3e-08,NA," 00000-0",NA," 86588-5",NA,0,NA,999,4,2,NA,41785,NA,98.0734,NA,156.4018,NA,29753,NA,256.928,NA,102.8585,NA,14.63314,13460,4,"ALSAT 1B",689.4873,"0"
"63",15436,1,NA,41789,"U",NA,16,59,"G  ",NA,19,94.76037,NA,5.1e-07,NA," 00000-0",NA," 18737-4",NA,0,NA,999,8,2,NA,41789,NA,98.0785,NA,157.7976,NA,26915,NA,248.5803,NA,111.2532,NA,14.64226,13468,4,"ALSAT 1N",686.5534,"0"
"64",12248,1,NA,36798,"U",NA,10,35,"D  ",NA,19,94.78109,NA,3.2e-07,NA," 00000-0",NA," 14268-4",NA,0,NA,999,9,2,NA,36798,NA,98.0268,NA,154.3498,NA,1818,NA,88.9548,NA,271.1854,NA,14.66468,46731,2,"ALSAT 2A",679.3591,"0"
"65",15433,1,NA,41786,"U",NA,16,59,"D  ",NA,19,94.86571,NA,8.3e-07,NA," 00000-0",NA," 23430-4",NA,0,NA,999,4,2,NA,41786,NA,98.1107,NA,164.4483,NA,1282,NA,70.5898,NA,289.5437,NA,14.66872,13490,9,"ALSAT 2B",678.0643,"0"
"66",16195,1,NA,42711,"U",NA,98,67,"LS ",NA,19,94.87711,NA,0.00039739,NA," 00000-0",NA," 25897-3",NA,0,NA,999,1,2,NA,42711,NA,51.6345,NA,316.3776,NA,3789,NA,198.6308,NA,161.4553,NA,15.75479,10727,6,"ALTAIR PATHFINDER",350.269,"0"
"67",7713,1,NA,28393,"U",NA,4,31,"A  ",NA,19,94.72768,NA,-1.35e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,8,2,NA,28393,NA,3.1683,NA,80.5491,NA,11097,NA,5.1223,NA,23.2105,NA,0.9845745,5363,2,"AMAZONAS",36309.28,"0"
"68",11793,1,NA,35942,"U",NA,9,54,"A  ",NA,19,94.49729,NA,-2.89e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,6,2,NA,35942,NA,0.0308,NA,140.8375,NA,2855,NA,291.0323,NA,238.6718,NA,1.002705,3479,6,"AMAZONAS 2",35793.23,"0"
"69",13566,1,NA,39078,"U",NA,13,6,"A  ",NA,19,94.49729,NA,-2.89e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,2,2,NA,39078,NA,0.0231,NA,198.4295,NA,1248,NA,156.1288,NA,315.998,NA,1.002727,2258,4,"AMAZONAS 3",35792.62,"0"
"70",13887,1,NA,39616,"U",NA,14,11,"A  ",NA,19,94.56647,NA,-2.59e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,5,2,NA,39616,NA,0.0629,NA,57.0979,NA,3393,NA,324.7117,NA,300.6712,NA,1.002677,1848,3,"AMAZONAS 4A",35794.03,"0"
"71",16375,1,NA,42934,"U",NA,17,53,"A  ",NA,19,94.42551,NA,-2.9e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,5,2,NA,42934,NA,0.0393,NA,317.9341,NA,4468,NA,47.9176,NA,278.7768,NA,1.002712,574,0,"AMAZONAS 5",35793.04,"0"
"72",6205,1,NA,24315,"U",NA,96,54,"A  ",NA,19,94.12446,NA,6.2e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,5,2,NA,24315,NA,2.9607,NA,81.5316,NA,2718,NA,299.5185,NA,84.9987,NA,1.002735,8264,6,"AMC-1 (GE-1)",35792.38,"0"
"73",7596,1,NA,28154,"U",NA,4,3,"A  ",NA,19,94.85622,NA,-2.7e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,4,2,NA,28154,NA,0.235,NA,50.4992,NA,3335,NA,328.0205,NA,147.8,NA,0.991221,5555,0,"AMC-10 (GE-10)",36118.27,"0"
"74",7627,1,NA,28252,"U",NA,4,17,"A  ",NA,19,94.12446,NA,6.1e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,6,2,NA,28252,NA,0.0454,NA,59.1492,NA,2608,NA,327.5348,NA,79.2528,NA,1.002724,5432,0,"AMC-11 (GE-11)",35792.69,"0"
"75",10253,1,NA,32708,"U",NA,8,11,"A  ",NA,19,94.07202,NA,9.4e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,7,2,NA,32708,NA,20.2551,NA,53.3827,NA,45295,NA,357.284,NA,185.3106,NA,1.002726,4171,7,"AMC-14",35792.66,"0"
"76",7730,1,NA,28446,"U",NA,4,41,"A  ",NA,19,94.63207,NA,-9.5e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,1,2,NA,28446,NA,0.0451,NA,43.5195,NA,2464,NA,332.3798,NA,299.2324,NA,1.002723,5299,5,"AMC-15",35792.73,"0"
"77",7739,1,NA,28472,"U",NA,4,48,"A  ",NA,19,94.1248,NA,-2.14e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,8,2,NA,28472,NA,0.0417,NA,62.611,NA,2366,NA,301.5462,NA,147.9197,NA,1.00271,5243,0,"AMC-16",35793.08,"0"
"78",8158,1,NA,29644,"U",NA,6,54,"B  ",NA,19,93.81091,NA,9.6e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,9,2,NA,29644,NA,0.0123,NA,136.1529,NA,1977,NA,276.4836,NA,292.1055,NA,1.002731,4516,5,"AMC-18",35792.52,"0"
"79",6231,1,NA,24713,"U",NA,97,2,"A  ",NA,19,93.91823,NA,-2.16e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,8,2,NA,24713,NA,5.546,NA,62.6259,NA,5354,NA,316.9672,NA,58.0649,NA,1.002717,3194,3,"AMC-2 (GE-2)",35792.89,"0"
"80",10327,1,NA,33275,"U",NA,8,38,"B  ",NA,19,94.1256,NA,2.8e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,4,2,NA,33275,NA,0.0433,NA,48.3936,NA,2474,NA,333.958,NA,90.1119,NA,1.002731,3908,5,"AMC-21",35792.5,"0"
"81",6315,1,NA,24936,"U",NA,97,50,"A  ",NA,19,94.49513,NA,-2.65e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,8,2,NA,24936,NA,1.7989,NA,88.8172,NA,2941,NA,303.4339,NA,266.5038,NA,1.00271,7906,5,"AMC-3 (GE-3)",35793.11,"0"
"82",6693,1,NA,25954,"U",NA,99,60,"A  ",NA,19,94.12368,NA,8e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,9,2,NA,25954,NA,0.0187,NA,184.6504,NA,2633,NA,203.6737,NA,73.4544,NA,1.002718,7110,1,"AMC-4 (GE-4)",35792.87,"0"
"83",6523,1,NA,25516,"U",NA,98,63,"B  ",NA,19,94.72175,NA,-2.28e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,8,2,NA,25516,NA,6.5412,NA,57.056,NA,7136,NA,303.6791,NA,76.5474,NA,0.9933662,7472,1,"AMC-5 (GE-5)",36057.08,"0"
"84",7010,1,NA,26580,"U",NA,0,67,"A  ",NA,19,94.1933,NA,-2.24e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,6,2,NA,26580,NA,0.0406,NA,76.5725,NA,2381,NA,295.7897,NA,166.4396,NA,1.002731,6760,9,"AMC-6 (GE-6)",35792.49,"0"
"85",6962,1,NA,26495,"U",NA,0,54,"B  ",NA,19,94.24109,NA,8.1e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,1,2,NA,26495,NA,0.3032,NA,95.0322,NA,2962,NA,289.3897,NA,119.6186,NA,1.00272,6787,6,"AMC-7 (GE-7)",35792.8,"0"
"86",7034,1,NA,26639,"U",NA,0,81,"B  ",NA,19,93.81091,NA,9.6e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,4,2,NA,26639,NA,0.0478,NA,89.6287,NA,2033,NA,227.8831,NA,27.2275,NA,1.002716,6689,6,"AMC-8 (GE-8)",35792.92,"0"
"87",7487,1,NA,27820,"U",NA,3,24,"A  ",NA,19,94.73771,NA,7.7e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,9,2,NA,27820,NA,1.452,NA,89.6249,NA,19490,NA,266.874,NA,166.4474,NA,0.9902836,5789,5,"AMC-9 (GE-12)",36145.08,"0"
