CDM_ID,CREATED,EMERGENCY_REPORTABLE,TCA,MIN_RNG,PC,SAT_1_ID,SAT_1_NAME,SAT1_OBJECT_TYPE,SAT1_RCS,SAT_1_EXCL_VOL,SAT_2_ID,SAT_2_NAME,SAT2_OBJECT_TYPE,SAT2_RCS,SAT_2_EXCL_VOL
"163792650","2021-11-09 00:34:22.000000","Y","2021-11-09T02:41:37.841000","234","0.002240111","31486","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","30972","FENGYUN 1C DEB","DEBRIS","SMALL","5.00"
"163792734","2021-11-09 00:34:23.000000","Y","2021-11-09T03:05:37.358000","815","0.0001041043","31508","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","38504","FENGYUN 1C DEB","DEBRIS","SMALL","5.00"
"163792762","2021-11-09 00:34:23.000000","Y","2021-11-09T16:14:35.851000","170","0.0001407395","31514","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","41822","FENGYUN 1C DEB","DEBRIS","SMALL","5.00"
"163792851","2021-11-09 00:34:24.000000","Y","2021-11-09T11:44:00.872000","654","0.0007216482","31542","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","35177","FENGYUN 1C DEB","DEBRIS","SMALL","5.00"
"163792931","2021-11-09 00:34:25.000000","Y","2021-11-09T18:37:59.677000","146","0.00298943","31567","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","11962","METEOR 2-6","PAYLOAD","LARGE","5.00"
"163793436","2021-11-09 00:34:30.000000","Y","2021-11-11T01:12:34.718000","123","0.000103279","31715","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","36200","FENGYUN 1C DEB","DEBRIS","SMALL","5.00"
"163793438","2021-11-09 00:34:30.000000","Y","2021-11-08T23:44:12.355000","118","0.007638365","31715","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","42315","DMSP 5D-2 F13 DEB","DEBRIS","SMALL","5.00"
"163793465","2021-11-09 00:34:30.000000","Y","2021-11-10T11:52:48.601000","906","0.0002546593","31723","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","41656","NOAA 16 DEB","DEBRIS","SMALL","5.00"
"163793480","2021-11-09 00:34:30.000000","Y","2021-11-09T11:24:15.050000","480","0.0003052198","31731","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","38534","METEOR 2-5 DEB","DEBRIS","SMALL","5.00"
"163793744","2021-11-09 00:34:33.000000","Y","2021-11-11T16:04:26.918000","401","0.0001273492","31808","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","40495","DMSP 5D-2 F13 DEB","DEBRIS","SMALL","5.00"
"163794020","2021-11-09 00:34:36.000000","Y","2021-11-10T02:28:27.013000","779","0.0001535648","31911","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","39645","COSMOS 1867 COOLANT","DEBRIS","SMALL","5.00"
"163794087","2021-11-09 00:34:37.000000","Y","2021-11-10T04:12:58.957000","177","0.007566313","31924","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","4993","THORAD AGENA D DEB","DEBRIS","SMALL","5.00"
"163794093","2021-11-09 00:34:37.000000","Y","2021-11-11T23:24:11.930000","433","0.0005076864","31926","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","36318","METEOR 2-8 DEB","DEBRIS","SMALL","5.00"
"163794113","2021-11-09 00:34:37.000000","Y","2021-11-11T01:00:10.421000","523","0.0004318796","31934","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","35407","METEOR 2-9 DEB","DEBRIS","SMALL","5.00"
"163794149","2021-11-09 00:34:38.000000","Y","2021-11-10T11:48:05.310000","106","0.00199406","31948","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","39849","SL-16 DEB","DEBRIS","SMALL","5.00"
"163794886","2021-11-09 00:34:45.000000","Y","2021-11-11T22:12:33.083000","80","0.001836658","32212","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","26275","CZ-4 DEB","DEBRIS","SMALL","5.00"
"163795384","2021-11-09 00:34:51.000000","Y","2021-11-09T05:41:40.884000","236","0.00014525","32438","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","46979","IRIDIUM 33 DEB","DEBRIS","SMALL","5.00"
"163795422","2021-11-09 00:34:52.000000","Y","2021-11-11T00:55:26.843000","791","0.001209353","32459","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","30276","FENGYUN 1C DEB","DEBRIS","SMALL","5.00"
"163795913","2021-11-09 00:34:57.000000","Y","2021-11-10T19:28:00.470000","654","0.0001473983","33663","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","48735","NOAA 17 DEB","DEBRIS","SMALL","5.00"
"163795978","2021-11-09 00:34:57.000000","Y","2021-11-11T16:37:22.346000","257","0.001666309","33682","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","42539","THORAD AGENA D DEB","DEBRIS","SMALL","5.00"
